Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Delhi,2013,53213,Petrol,Manual,First,5,10.25,2.74,19.81,1086,68.05,hyundai,i10
Coimbatore,2016,44340,Diesel,Automatic,First,5,10.15,13.83,16.96,1968,138.03,volkswagen,jetta
Mumbai,2017,16900,Petrol,Manual,First,5,8.8,6.99,21.1,998,100,maruti,baleno
Jaipur,2009,57000,Petrol,Manual,First,5,10.25,2.25,19.81,1086,68.05,hyundai,i10
Hyderabad,2013,83165,Diesel,Manual,First,8,24.01,11.49,12.8,2494,102,toyota,innova
Coimbatore,2012,24735,Petrol,Manual,Second,5,11.3,2.87,18.6,1199,79.4,chevrolet,beat
Kolkata,2005,65175,Diesel,Manual,First,8,24.01,3.25,12.8,2494,102,toyota,innova
Pune,2009,60000,Petrol,Manual,Second,5,13.58,3.5,9.8,2354,180,honda,accord
Kochi,2017,60357,Diesel,Manual,First,6,7.88,4.49,25.32,1198,77,mahindra,kuv
Jaipur,2011,77000,Diesel,Manual,First,5,10.15,2.9,22.07,1199,73.9,volkswagen,polo
Coimbatore,2014,85301,Petrol,Manual,First,8,24.01,12.36,12.4,1998,132,toyota,innova
Mumbai,2011,50000,Diesel,Automatic,First,8,18.865,6,11.79,2179,120,mahindra,scorpio
Chennai,2010,58000,Diesel,Automatic,First,5,158,31,16.46,2993,258,bmw,7
Kolkata,2015,39000,Diesel,Manual,First,5,12.23,5.49,25.6,1498,98.6,honda,city
Coimbatore,2015,46190,Diesel,Manual,First,5,10.15,5.86,22.07,1199,73.9,volkswagen,polo
Mumbai,2015,83000,Diesel,Manual,First,7,18.865,9,16,2179,140,mahindra,xuv500
Jaipur,2016,33000,Petrol,Manual,First,5,11.63,7.7,16.09,1598,103.5,volkswagen,vento
Coimbatore,2017,27279,Petrol,Manual,First,5,13.58,9.47,17.4,1497,117.3,honda,city
Bangalore,2014,53900,Diesel,Automatic,First,5,53.14,29,14.16,1968,174.3,audi,q5
Kochi,2012,63998,Petrol,Automatic,First,5,13.58,5.42,17,1497,118,honda,city
Coimbatore,2016,57932,Petrol,Manual,First,5,7.88,6.39,20.4,1197,81.8,maruti,swift
Jaipur,2015,25000,Petrol,Manual,First,5,4.36,2.75,22.74,796,47.3,maruti,alto
Chennai,2011,169000,Diesel,Manual,First,5,7.65,2.5,20,1399,68,ford,figo
Delhi,2012,53000,Petrol,Manual,First,5,4.55,2.35,17.92,1086,62.1,hyundai,santro
Coimbatore,2015,43053,Petrol,Manual,First,5,5.51,4.65,18.9,998,67.1,maruti,wagon
Ahmedabad,2014,75000,Diesel,Manual,First,5,13.58,6,26,1498,98.6,honda,city
Pune,2012,89000,Petrol,Manual,Second,5,13.58,3.5,16.8,1497,116.3,honda,city
Hyderabad,2014,75578,Diesel,Manual,First,5,13.58,7,25.1,1498,98.6,honda,city
Bangalore,2014,46676,Petrol,Manual,First,5,12.27,7.75,17,1591,121.3,hyundai,verna
Kochi,2014,51349,Petrol,Manual,First,5,3.91,2.93,24.07,998,67.1,maruti,alto
Kolkata,2014,34233,Diesel,Automatic,First,5,86.97,22.5,14.21,2143,203,mercedes-benz,e-class
Coimbatore,2014,39626,Diesel,Automatic,First,4,55.07,40.66,11.2,2993,241,bmw,x6
Pune,2008,82500,Petrol,Manual,First,5,5.51,1.75,14,1061,64,maruti,wagon
Hyderabad,2015,63000,Diesel,Manual,Second,5,15.05,8.2,19.72,1461,108.45,renault,duster
Delhi,2011,77001,Diesel,Manual,First,8,18.865,4.49,12.05,2179,120,mahindra,scorpio
Chennai,2016,43000,Diesel,Automatic,First,7,35.29,26.5,10.91,3198,197.2,ford,endeavour
Hyderabad,2011,61111,Petrol,Manual,First,5,7.88,2.6,19,998,67.1,maruti,zen
Bangalore,2005,79000,Petrol,Manual,Second,,4.55,1.65,17,,,hyundai,santro
Kolkata,2011,43000,Petrol,Manual,First,5,10.25,2.49,20.36,1197,78.9,hyundai,i10
Hyderabad,2013,47000,Petrol,Automatic,First,5,6.62,5.4,16.5,1198,86.8,honda,brio
Jaipur,2017,34000,Petrol,Automatic,First,5,5.51,4.35,20.51,998,67,maruti,wagon
Coimbatore,2018,22060,Diesel,Automatic,First,5,44.8,32.73,18.51,1968,147.51,audi,q3
Chennai,2012,63000,Diesel,Automatic,First,5,49.49,26,,2987,165,mercedes-benz,m-class
Jaipur,2011,80000,Petrol,Manual,First,5,5.51,2.5,18.9,998,67.1,maruti,wagon
Kochi,2015,13506,Diesel,Automatic,First,5,50.4,21.66,18.25,1968,187.74,audi,a4
Mumbai,2016,16000,Petrol,Manual,First,5,4.78,2.99,25.17,799,53.3,renault,kwid
Kolkata,2016,31006,Petrol,Manual,First,5,4.36,2.61,24.7,796,47.3,maruti,alto
Delhi,2013,91200,Diesel,Manual,First,8,24.01,8.25,12.99,2494,100,toyota,innova
Pune,2015,43000,Petrol,Automatic,First,5,21.085,12.5,14.53,1794,138.1,toyota,corolla
Hyderabad,2015,45000,Diesel,Manual,First,5,7.65,5.5,25.83,1498,99,ford,figo
Coimbatore,2014,28637,Petrol,Manual,First,5,6.62,5.53,19.4,1198,86.8,honda,brio
Pune,2004,69870,Petrol,Manual,Second,5,11.685,1.1,14.2,1597,92,ford,ikon
Mumbai,2014,84000,Diesel,Manual,First,7,18.865,6.85,12.05,2179,120,mahindra,scorpio
Coimbatore,2007,84143,Petrol,Manual,First,5,171,17.09,13,2987,210,mercedes-benz,s-class
Delhi,2012,77000,Diesel,Manual,Second,8,18.865,4.93,12.05,2179,120,mahindra,scorpio
Ahmedabad,2012,75000,Diesel,Automatic,Second,5,120,17.5,12.39,2179,147.51,land,rover
Delhi,2011,76155,Petrol,Manual,First,5,11.3,1.95,18.6,1199,79.4,chevrolet,beat
Bangalore,2014,98000,Diesel,Manual,First,5,7.88,6.1,22.9,1248,74,maruti,swift
Mumbai,2008,48233,Petrol,Manual,Second,5,21.085,1.8,13.4,1794,125,toyota,corolla
Bangalore,2015,63000,Diesel,Automatic,First,5,53.14,34.5,13.22,2967,241.4,audi,q5
Coimbatore,2015,34063,Petrol,Manual,First,5,10.25,4.01,21.1,814,55.2,hyundai,eon
Kolkata,2013,32576,Petrol,Manual,First,5,7.36,3.15,19.5,1199,88.76,honda,amaze
Mumbai,2015,28843,Petrol,Automatic,First,5,7.65,5.49,17.01,1499,110.5,ford,figo
Bangalore,2016,26000,Diesel,Automatic,Second,5,15.05,10,19.6,1461,108.45,renault,duster
Kolkata,2013,39000,Petrol,Automatic,First,5,13.58,4.55,15.6,1497,116.3,honda,city
Mumbai,2010,66000,Petrol,Manual,First,5,4.36,1.5,19.7,796,46.3,maruti,alto
Kolkata,2011,38002,Petrol,Manual,First,5,10.25,2.15,20.36,1197,78.9,hyundai,i10
Chennai,2010,49000,Petrol,Manual,Second,5,11.3,1.4,18,995,62,chevrolet,spark
Bangalore,2014,52000,Diesel,Manual,First,5,14.22,6.2,21.14,1498,103.6,skoda,rapid
Mumbai,2013,56500,Diesel,Automatic,First,5,67.1,19.8,17.68,1968,174.33,audi,a6
Mumbai,2015,20568,Petrol,Manual,First,5,9.6,5.6,18.7,1199,88.7,honda,jazz
Mumbai,2015,26000,Petrol,Manual,First,5,16.06,9.5,15.29,1591,121.3,hyundai,creta
Delhi,2012,56000,Petrol,Manual,First,5,11.3,2.21,18.6,1199,79.4,chevrolet,beat
Coimbatore,2017,27509,Petrol,Manual,First,5,4.04,3.31,22.7,799,53.64,datsun,redi-go
Kochi,2016,36216,Petrol,Manual,First,5,8.23,5.44,19.1,1197,81.86,hyundai,xcent
Kolkata,2009,28888,Petrol,Automatic,First,5,86.97,7.56,10,2496,157.7,mercedes-benz,e-class
Jaipur,2011,120000,Diesel,Manual,Second,5,7.88,3.2,22.9,1248,74,maruti,swift
Kochi,2018,31396,Petrol,Manual,First,5,5.87,5.53,23.1,998,67.04,maruti,celerio
Hyderabad,2015,79000,Diesel,Automatic,First,5,25.83,17,19.3,1968,141,skoda,octavia
Delhi,2010,62000,Petrol,Automatic,First,5,13.58,3.55,16.8,1497,118,honda,city
Chennai,2006,120000,Petrol,Automatic,Second,5,13.58,2.65,9,2997,218,honda,accord
Mumbai,2016,53000,Petrol,Automatic,First,5,33.36,17.85,14.67,1798,177.46,skoda,superb
Coimbatore,2010,124313,Diesel,Manual,First,8,24.01,7.96,12.99,2494,100.6,toyota,innova
Pune,2015,26725,Petrol,Automatic,First,5,5.87,4.25,23.1,998,67.04,maruti,celerio
Kolkata,2014,45617,Diesel,Manual,First,7,11.27,5.85,20.77,1248,88.76,maruti,ertiga
Mumbai,2013,37000,Diesel,Automatic,First,5,34.63,13,20,2143,107.3,mercedes-benz,a
Kochi,2010,109147,Diesel,Manual,First,8,11.67,2.65,14,2498,112,mahindra,xylo
Ahmedabad,2014,59000,Diesel,Manual,First,5,8.54,4.75,25.8,1498,98.6,honda,amaze
Pune,2015,28000,Petrol,Manual,First,5,4.78,2.65,25.17,799,53.3,renault,kwid
Pune,2017,4700,Petrol,Manual,First,5,4.78,3,25.17,799,53.3,renault,kwid
Coimbatore,2014,72469,Diesel,Automatic,First,7,101.96,32.52,12.07,2967,241.4,audi,q7
Pune,2014,57539,Diesel,Automatic,First,5,14.255,7.75,22.32,1582,126.32,hyundai,verna
Delhi,2016,42000,Diesel,Automatic,First,7,26.55,19.6,11.36,2755,171.5,toyota,innova
Delhi,2010,62489,Petrol,Manual,First,5,10.25,2.6,17,1197,80,hyundai,i20
Mumbai,2013,51167,Petrol,Manual,First,5,10.15,3.76,16.47,1198,73.9,volkswagen,polo
Chennai,2012,130000,Diesel,Manual,First,5,13.23,4.75,20.54,1598,103.6,volkswagen,vento
Mumbai,2007,63000,Petrol,Manual,Second,5,13.58,1.75,17.7,1497,78,honda,city
Bangalore,2011,60000,Petrol,Manual,First,5,14.255,3.95,16.2,1599,103.2,hyundai,verna
Pune,2005,123200,Petrol,Manual,Second,5,10.25,1,13.2,1495,94,hyundai,accent
Jaipur,2011,115692,Diesel,Automatic,First,5,25.83,4.5,20,1968,138.1,skoda,laura
Coimbatore,2011,87073,Petrol,Automatic,First,5,86.97,17.23,10.93,2497,204,mercedes-benz,e-class
Kochi,2015,40901,Petrol,Manual,First,5,10.25,5.76,18.6,1197,81.83,hyundai,i20
Coimbatore,2013,36264,Petrol,Manual,First,5,10.25,4.32,20.36,1197,78.9,hyundai,i10
Delhi,2009,60000,Petrol,Manual,Second,5,10.25,1.9,19.81,1086,68.05,hyundai,i10
Pune,2018,20000,Petrol,Manual,First,5,9.295,5.5,17,1198,74,volkswagen,ameo
Mumbai,2014,68400,Petrol,Automatic,First,5,40.62,13.5,12.98,2494,178.4,toyota,camry
Bangalore,2013,71231,Diesel,Manual,Second,7,18.865,9.75,16,2179,140,mahindra,xuv500
Hyderabad,2011,75000,Diesel,Automatic,First,5,33.36,9.44,17.2,1968,138.1,skoda,superb
Mumbai,2018,1997,Petrol,Automatic,First,5,6.14,4.45,22.5,998,67,maruti,wagon
Pune,2016,47300,Diesel,Manual,First,5,11.96,8.85,24.3,1248,88.5,maruti,vitara
Delhi,2012,61449,Petrol,Manual,First,5,4.55,2.15,,1086,62,hyundai,santro
Kochi,2013,47910,Diesel,Manual,First,5,13.23,4.89,20.54,1598,103.6,volkswagen,vento
Hyderabad,2015,62000,Diesel,Manual,First,5,10.15,6.25,20.14,1498,88.8,volkswagen,polo
Chennai,2012,65060,Diesel,Manual,First,5,7.88,4.8,22.9,1248,74,maruti,swift
Jaipur,2008,82203,Petrol,Manual,First,5,10.25,1.8,19.81,1086,68.05,hyundai,i10
Kolkata,2013,44000,Diesel,Manual,First,7,18.865,7.25,16,2179,140,mahindra,xuv500
Coimbatore,2014,53817,Diesel,Manual,First,7,11.44,7.56,25.47,1248,88.5,maruti,ertiga
Kochi,2013,61591,Diesel,Manual,First,7,18.865,6.82,16,2179,140,mahindra,xuv500
Jaipur,2011,86500,Diesel,Manual,Second,5,7.63,1.8,21.12,1248,88.8,tata,manza
Pune,2009,100000,Diesel,Automatic,First,5,86.97,11.5,11,2987,198.5,mercedes-benz,e-class
Chennai,2010,87000,Petrol,Manual,First,5,7.88,2.8,15.6,1586,104.68,maruti,sx4
Hyderabad,2016,35000,Petrol,Automatic,First,5,5.51,5.5,20.51,998,67,maruti,wagon
Kolkata,2016,6000,Petrol,Manual,First,5,6.095,2.7,20.63,1198,67.06,datsun,go
Jaipur,2014,59327,Diesel,Manual,First,5,7.65,3.25,20,1399,68,ford,figo
Coimbatore,2014,81001,Diesel,Automatic,First,5,33.36,10.9,17.2,1968,138.1,skoda,superb
Kochi,2014,44612,Petrol,Manual,First,5,10.25,4.07,18.5,1197,80,hyundai,i20
Ahmedabad,2016,42388,Diesel,Automatic,First,7,24.63,18,11.36,2755,171.5,toyota,innova
Mumbai,2012,54000,Petrol,Manual,First,5,6.62,2.95,19.4,1198,86.8,honda,brio
Mumbai,2011,83010,Diesel,Automatic,First,5,33.36,7.5,17.2,1968,138.1,skoda,superb
Coimbatore,2016,65405,Diesel,Automatic,First,5,86.97,32.73,13,2143,204,mercedes-benz,e-class
Delhi,2015,36000,Diesel,Automatic,Second,7,37.17,21.5,12.55,2982,168.7,toyota,fortuner
Pune,2008,85000,Petrol,Manual,First,5,7.88,2.5,16.51,1586,103.2,maruti,sx4
Ahmedabad,2016,35000,Diesel,Manual,First,5,9.6,5.5,27.3,1498,98.6,honda,jazz
Mumbai,2012,54000,Petrol,Automatic,First,5,21.085,7.5,14.53,1794,138.1,toyota,corolla
Mumbai,2007,70000,Petrol,Manual,First,5,13.58,1.55,16.9,1497,100,honda,city
Kolkata,2017,27001,Diesel,Automatic,First,5,50.26,29,20.68,1995,190,bmw,x1
Coimbatore,2019,41075,Diesel,Manual,First,5,7.88,8.4,28.4,1248,74,maruti,swift
Hyderabad,2016,26000,Diesel,Manual,First,6,7.88,6.5,25.32,1198,77,mahindra,kuv
Mumbai,2010,55000,Petrol,Manual,First,5,9.6,2.35,16,1198,90,honda,jazz
Mumbai,2016,19000,Petrol,Manual,First,5,7.88,5.55,20.4,1197,81.8,maruti,swift
Mumbai,2016,15000,Petrol,Automatic,First,5,7.45,5.35,18.9,1197,82,hyundai,grand
Chennai,2016,37000,Petrol,Manual,First,5,8.54,5.25,17.8,1198,86.7,honda,amaze
Coimbatore,2017,38712,Petrol,Manual,First,5,7.45,5.87,18.9,1197,81.86,hyundai,grand
Kochi,2014,52400,Diesel,Manual,First,5,13.23,5.36,20.54,1598,103.6,volkswagen,vento
Bangalore,2016,23988,Diesel,Manual,First,5,11.11,7.75,28.09,1248,88.5,maruti,ciaz
Kochi,2014,32283,Petrol,Automatic,Second,5,13.23,5.41,14.4,1598,103.6,volkswagen,vento
Bangalore,2010,52000,Petrol,Manual,First,5,10.25,3.65,18.5,1197,80,hyundai,i20
Pune,2016,32000,Petrol,Automatic,First,5,6.62,5.25,16.5,1198,86.8,honda,brio
Kolkata,2014,39000,Petrol,Manual,First,5,13.58,6.25,17.4,1497,117.3,honda,city
Coimbatore,2017,14149,Petrol,Manual,First,4,7.63,3.47,23.9,624,37.48,tata,nano
Mumbai,2006,103000,Petrol,Automatic,First,5,49.49,8.85,10.13,3498,364.9,mercedes-benz,s
Pune,2004,82000,Petrol,Manual,First,5,5.51,0.85,14,1061,64,maruti,wagon
Mumbai,2015,34000,Petrol,Automatic,First,5,33.36,13.65,13.7,1798,157.75,skoda,superb
Coimbatore,2016,45180,Diesel,Automatic,First,7,101.96,50.22,12.07,2967,241.4,audi,q7
Ahmedabad,2018,2000,Petrol,Manual,First,5,8.16,7.75,22,1197,81.8,maruti,swift
Coimbatore,2011,82321,Diesel,Manual,First,7,24.01,10.05,12.8,2494,102,toyota,innova
Kolkata,2011,7000,Petrol,Automatic,First,5,54.43,9.75,12.05,1995,154,bmw,3
Delhi,2015,27000,Diesel,Automatic,First,5,41.94,23,17.9,2143,136,mercedes-benz,gla
Coimbatore,2019,31271,Diesel,Manual,First,8,24.01,21.42,13.68,2393,147.8,toyota,innova
Jaipur,2003,55000,Petrol,Manual,Third,5,7.88,0.7,15.9,1298,,maruti,esteem
Delhi,2014,24000,Diesel,Manual,First,5,7.88,5.21,25.2,1248,74,maruti,swift
Hyderabad,2009,147000,Diesel,Manual,First,7,24.01,7.5,12.99,2494,100.6,toyota,innova
Delhi,2012,72351,Diesel,Manual,First,5,8.525,2.65,23.59,1364,,toyota,etios
Chennai,2010,115000,Petrol,Manual,First,5,11.3,1.75,18.6,1199,79.4,chevrolet,beat
Jaipur,2010,82000,Diesel,Manual,Second,5,11.685,1,13.8,1399,68,ford,ikon
Delhi,2016,20000,Diesel,Automatic,First,5,49.49,33,19.27,2143,170,mercedes-benz,new
Kolkata,2011,45560,Petrol,Manual,First,5,8.525,2.2,17.6,1496,88.73,toyota,etios
Kochi,2017,57539,Diesel,Manual,First,7,24.01,12.83,12.8,2494,102,toyota,innova
Kochi,2018,20004,Diesel,Automatic,First,4,55.07,68.94,17.54,2993,313,bmw,6
Mumbai,2012,54500,Diesel,Manual,First,5,13.72,4.1,21.13,1498,108.4,skoda,rapid
Jaipur,2016,27886,Petrol,Manual,First,5,10.25,2.85,22,814,55,hyundai,eon
Mumbai,2007,66000,Petrol,Automatic,First,5,33.51,3.7,11.1,2354,158.8,honda,cr-v
Coimbatore,2013,72202,Diesel,Automatic,First,5,25.83,9.06,20,1968,138.1,skoda,laura
Delhi,2011,70000,Petrol,Manual,Second,5,25.83,4.75,13.4,1798,157.8,skoda,laura
Jaipur,2015,78233,Diesel,Manual,First,5,13.58,6.6,26,1498,98.6,honda,city
Chennai,2007,120203,Diesel,Manual,Second,7,7.63,3.5,13.93,2179,138,tata,new
Pune,2011,20575,Petrol,Manual,First,5,7.88,2,19,998,67.1,maruti,zen
Mumbai,2013,39879,Petrol,Manual,First,5,8.54,3.89,17.8,1198,86.7,honda,amaze
Jaipur,2017,31056,Petrol,Manual,First,5,4.78,3.6,23.01,999,67,renault,kwid
Mumbai,2015,50940,Petrol,Automatic,First,5,11.11,6.95,19.12,1373,91.1,maruti,ciaz
Coimbatore,2016,99362,Diesel,Manual,First,5,10.25,7.03,22.54,1396,88.73,hyundai,i20
Ahmedabad,2016,54000,Diesel,Manual,First,7,23.14,16.5,13.68,2393,147.8,toyota,innova
Coimbatore,2016,54268,Diesel,Manual,First,5,11.11,7.67,28.09,1248,88.5,maruti,ciaz
Coimbatore,2012,94521,Diesel,Automatic,First,5,69.675,23.19,14.74,2993,270.9,jaguar,xf
Kochi,2017,38932,Petrol,Manual,First,5,8.23,6.21,19.1,1197,82,hyundai,xcent
Coimbatore,2015,60395,Diesel,Automatic,First,5,136,45.82,16.12,2967,245,porsche,cayenne
Mumbai,2016,29000,Diesel,Manual,First,5,8.23,5.95,24.4,1120,71,hyundai,xcent
Delhi,2011,58000,Diesel,Automatic,First,5,53.14,11,16.55,1968,140,audi,a4
Coimbatore,2016,60913,Petrol,Manual,First,5,11.11,7.19,20.73,1373,91.1,maruti,ciaz
Delhi,2011,65000,Diesel,Manual,First,8,24.01,6.4,12.8,2494,102,toyota,innova
Chennai,2015,26000,Diesel,Manual,First,5,49.49,26,15.8,2148,170,mercedes-benz,new
Hyderabad,2016,19947,Petrol,Manual,First,5,10.25,4.5,20.36,1197,78.9,hyundai,i10
Chennai,2011,70816,Petrol,Automatic,First,5,10.25,3.1,16.95,1197,78.9,hyundai,i10
Delhi,2015,54000,Diesel,Manual,First,5,8.8,5.95,27.39,1248,74,maruti,baleno
Delhi,2008,138000,Petrol,Manual,First,5,7.88,1.2,18.2,1061,64,maruti,zen
Chennai,2014,35000,Diesel,Automatic,First,5,158,52,16.46,2993,258,bmw,7
Bangalore,2015,50000,Diesel,Automatic,First,7,101.96,48,11.33,4134,335.2,audi,q7
Hyderabad,2011,124652,Diesel,Automatic,First,5,55.07,21.99,11.7,2993,245,bmw,x5
Hyderabad,2013,80264,Petrol,Manual,First,5,7.88,4.3,21.1,1197,85.8,maruti,ritz
Pune,2013,125600,Diesel,Manual,First,5,11.33,3.75,21.64,1461,84.8,nissan,sunny
Mumbai,2015,49000,Petrol,Manual,First,5,21.085,8.95,14.28,1798,138.03,toyota,corolla
Pune,2012,111000,Diesel,Manual,First,5,8.525,4.75,23.59,1364,67.1,toyota,etios
Coimbatore,2016,33690,Petrol,Manual,First,5,21.085,14.6,14.28,1798,138.03,toyota,corolla
Mumbai,2012,50000,Diesel,Automatic,First,5,67.1,17.5,17.68,1968,174.33,audi,a6
Kolkata,2012,38092,Diesel,Manual,First,7,11.27,5.2,20.77,1248,88.8,maruti,ertiga
Coimbatore,2017,47774,Petrol,Manual,First,5,7.45,6.04,18.9,1197,82,hyundai,grand
Chennai,2009,167000,Diesel,Manual,Second,5,7.63,2.7,19.09,1396,69,tata,indigo
Chennai,2019,65000,Diesel,Automatic,First,5,7.88,6.75,26.59,1248,74,maruti,swift
Kolkata,2011,46000,Petrol,Manual,First,5,10.15,2.35,15.26,1598,103.5,volkswagen,polo
Hyderabad,2017,16500,Petrol,Manual,First,5,6.29,5,23.84,1199,84,tata,tiago
Kolkata,2016,39000,Petrol,Manual,First,5,13.58,6.95,17.8,1497,117.3,honda,city
Jaipur,2018,6000,Petrol,Manual,First,5,8.18,6.7,19.5,1199,86.76,honda,amaze
Hyderabad,2015,60000,Diesel,Automatic,First,5,53.14,25,17.11,1968,174.33,audi,a4
Chennai,2011,97320,Petrol,Automatic,First,5,13.23,3.75,14.4,1598,103.6,volkswagen,vento
Chennai,2011,99807,Diesel,Manual,First,5,13.23,3.75,20.54,1598,103.6,volkswagen,vento
Pune,2013,46000,Petrol,Manual,First,5,13.58,5.1,17,1497,118,honda,city
Mumbai,2010,12000,Petrol,Manual,First,5,5.04,2.45,22.5,998,67.04,maruti,wagon
Kolkata,2005,13002,Petrol,Automatic,First,5,33.36,3.25,9.3,2771,193.1,skoda,superb
Kolkata,2014,26000,Diesel,Manual,First,5,13.58,5.5,26,1498,98.6,honda,city
Kochi,2014,68365,CNG,Manual,First,5,5.51,3.77,26.6,998,58.16,maruti,wagon
Coimbatore,2016,27833,Diesel,Automatic,First,5,49.49,49.24,,2987,165,mercedes-benz,m-class
Kochi,2016,51639,Petrol,Manual,First,5,4.36,3.04,22.74,796,47.3,maruti,alto
Delhi,2015,21000,Petrol,Manual,First,5,10.25,4.9,18.6,1197,81.83,hyundai,i20
Bangalore,2013,90000,Diesel,Manual,First,5,11.685,6.25,22.7,1498,89.84,ford,ecosport
Hyderabad,2015,36255,Diesel,Automatic,First,5,54.43,33,19.59,1995,184,bmw,3
Chennai,2011,58000,Diesel,Automatic,Second,5,55.07,27,11.7,2993,245,bmw,x5
Coimbatore,2014,48997,Petrol,Manual,Second,5,8.54,5.21,18,1198,86.7,honda,amaze
Mumbai,2014,31130,Petrol,Manual,First,5,11.685,5.75,15.85,1499,110.4,ford,ecosport
Coimbatore,2012,75668,Diesel,Automatic,First,5,69.675,16.58,14.74,2993,270.9,jaguar,xf
Delhi,2015,12000,Petrol,Manual,First,5,21.085,11,14.53,1798,138,toyota,corolla
Pune,2014,90000,Petrol,Manual,Second,5,10.25,2.8,20.36,1197,78.9,hyundai,i10
Kochi,2019,17320,Diesel,Automatic,First,5,49.49,37.99,15.8,2148,170,mercedes-benz,new
Delhi,2011,85000,Diesel,Manual,Second,5,25.83,3.65,20,1968,108.5,skoda,laura
Hyderabad,2007,130000,Diesel,Manual,First,7,35.29,6,13.1,2499,141,ford,endeavour
Coimbatore,2013,60328,Petrol,Manual,First,5,7.65,4.54,15.6,1196,70,ford,figo
Kochi,2015,34327,Petrol,Manual,First,5,8.54,5.4,18,1198,86.7,honda,amaze
Mumbai,2014,75000,Diesel,Manual,First,5,7.63,3.3,19.1,1405,70,tata,indica
Hyderabad,2012,86000,Diesel,Automatic,Second,5,45.67,18.25,14.7,1985,163,volvo,xc60
Bangalore,2017,12000,Petrol,Manual,First,5,5.635,3.1,22.7,799,53,datsun,redi
Kochi,2013,57759,Petrol,Manual,First,5,10.25,3.84,21.1,814,55.2,hyundai,eon
Kolkata,2016,24300,Petrol,Manual,First,5,4.36,2.44,22.74,796,47.3,maruti,alto
Bangalore,2011,66000,Petrol,Manual,Second,5,10.15,3.6,16.47,1198,73.9,volkswagen,polo
Mumbai,2015,75915,Petrol,Manual,First,5,10.25,3.9,20.36,1197,78.9,hyundai,i10
Chennai,2013,107000,Petrol,Manual,Second,5,11.33,2.9,16.95,1498,97.7,nissan,sunny
Chennai,2008,86000,Petrol,Manual,Second,5,21.085,3.5,14.53,1798,138.1,toyota,corolla
Chennai,2009,160000,Diesel,Manual,Second,5,14.255,3.5,18.1,1493,110,hyundai,verna
Jaipur,2019,3000,Petrol,Manual,First,5,4.36,3.5,24.7,796,47.3,maruti,alto
Hyderabad,2015,72495,Diesel,Manual,First,5,10.25,7,21.9,1396,88.76,hyundai,i20
Chennai,2016,33000,Diesel,Automatic,First,5,14.255,8.7,19.08,1582,126.2,hyundai,verna
Hyderabad,2014,60000,Diesel,Automatic,First,7,101.96,45,12.07,2967,241.4,audi,q7
Hyderabad,2016,80103,Diesel,Manual,First,5,7.63,1.8,25,1396,69,tata,indica
Kolkata,2007,42100,Petrol,Manual,First,5,11.3,0.99,18,995,62,chevrolet,spark
Kolkata,2018,4500,Petrol,Manual,First,5,6.4,4.8,18.9,1197,81.86,hyundai,grand
Mumbai,2014,97000,Diesel,Manual,First,7,37.17,17.95,12.55,2982,169,toyota,fortuner
Chennai,2016,50000,Electric,Automatic,First,5,13.58,13,,72,41,mahindra,e
Kochi,2017,51223,Petrol,Manual,First,5,7.48,5.66,18.9,1197,81.86,hyundai,grand
Delhi,2009,64000,Petrol,Manual,First,5,13.58,3.1,17,1497,118,honda,city
Kochi,2016,56911,Petrol,Manual,First,5,9.45,6.54,18.6,1197,81.86,hyundai,elite
Hyderabad,2015,147848,Diesel,Manual,First,8,24.01,13.2,12.8,2494,102,toyota,innova
Kochi,2018,21290,Petrol,Automatic,First,4,83.92,56.8,13,4951,395,ford,mustang
Kochi,2019,14076,Diesel,Automatic,First,7,20.74,19.4,11.36,2755,171.5,toyota,innova
Ahmedabad,2007,75180,Petrol,Manual,First,5,7.88,1.65,18.2,1061,64,maruti,zen
Jaipur,2013,92000,Diesel,Manual,Second,5,7.88,4.35,22.9,1248,74,maruti,swift
Hyderabad,2015,57266,Diesel,Manual,First,5,9.26,6.5,20.5,1248,91.72,fiat,avventura
Delhi,2007,64000,Petrol,Manual,First,5,7.88,1.11,18.2,998,67.1,maruti,zen
Mumbai,2013,41000,Diesel,Manual,First,5,15.05,5.5,19.87,1461,83.8,renault,duster
Delhi,2012,45999,Diesel,Manual,First,6,33.21,11,10.5,2835,107.2,mitsubishi,pajero
Pune,2015,50000,Petrol,Automatic,First,5,5.87,3.9,23.1,998,67.04,maruti,celerio
Pune,2013,70000,Diesel,Manual,First,5,7.63,1.8,17.88,1405,48.21,tata,indica
Kochi,2016,37540,Petrol,Manual,First,5,9.45,6.22,18.6,1197,81.86,hyundai,elite
Hyderabad,2014,44000,Petrol,Automatic,First,5,5.87,4.3,23.1,998,67.04,maruti,celerio
Hyderabad,2017,22500,Petrol,Manual,First,5,7.82,5.99,18.9,1197,81.86,hyundai,grand
Delhi,2017,17431,Petrol,Manual,First,5,10.25,6,18.6,1197,81.83,hyundai,i20
Delhi,2014,61566,Petrol,Manual,First,5,14.255,5.85,17.1,1591,121.3,hyundai,verna
Kochi,2014,61730,Diesel,Automatic,First,5,120,19.94,12.39,2179,147.51,land,rover
Chennai,2009,68000,Petrol,Manual,First,5,7.88,2.9,16.1,1298,88.2,maruti,swift
