Income,Age,Recency,Amount_Wines,Amount_Fruits,Amount_SweetProducts,Amount_Meat_Fish,Web_Purchases,Store_Purchases
22669.0,35,30,16,14,22,73,4,2
29236.0,23,30,37,4,9,40,4,3
44911.0,51,11,159,0,1,24,4,4
54693.0,48,72,686,17,26,165,6,13
48186.0,36,39,97,3,7,78,4,4
41580.0,32,15,56,5,0,28,2,3
47743.0,53,56,198,2,12,43,4,6
57333.0,56,55,941,14,58,473,8,9
32313.0,28,60,86,4,4,58,4,4
27071.0,42,90,8,3,2,19,2,3
68148.0,53,86,389,66,57,445,4,6
65735.0,45,37,239,7,15,123,6,6
57705.0,44,14,383,0,4,59,8,6
25008.0,22,72,2,8,1,14,1,3
22280.0,35,85,2,1,1,7,1,2
72159.0,32,62,322,53,40,933,4,10
74290.0,39,70,1121,0,12,72,10,10
58217.0,59,84,68,1,5,16,2,4
21024.0,34,89,36,4,2,24,2,4
70116.0,38,73,707,44,58,698,2,12
54006.0,25,42,174,77,24,209,8,7
69063.0,44,16,666,35,8,193,5,5
11448.0,35,16,0,0,2,6,1,2
70886.0,39,65,407,70,88,342,5,4
60208.0,37,13,488,23,0,86,8,7
32889.0,42,78,28,0,2,17,2,3
34738.0,26,51,3,2,0,13,1,3
30538.0,39,27,284,0,3,60,9,4
26642.0,43,71,13,2,2,17,2,3
69932.0,46,97,412,172,105,303,7,11
44503.0,38,83,31,1,0,8,2,3
49638.0,58,71,18,10,5,6,1,3
33051.0,51,15,100,71,94,351,9,8
72905.0,52,52,407,114,165,626,3,9
69702.0,59,8,664,9,19,290,7,10
70300.0,35,89,1045,61,46,398,5,13
70643.0,26,66,1218,107,143,327,5,4
30396.0,41,22,15,0,1,6,1,2
50616.0,42,56,128,0,1,16,4,4
62772.0,41,74,581,49,8,200,5,11
30298.0,25,48,6,3,1,18,1,3
52413.0,26,67,185,8,56,189,7,7
44155.0,53,24,22,1,0,9,1,2
76532.0,35,38,355,30,138,267,9,7
42081.0,28,86,175,10,6,164,6,4
31158.0,25,62,25,6,0,36,2,3
61671.0,42,23,641,7,0,56,10,6
69719.0,36,99,273,86,14,385,2,5
49160.0,61,29,122,21,10,68,3,6
22148.0,27,16,15,5,4,14,1,3
73395.0,23,94,272,7,7,100,4,6
29819.0,39,77,9,1,1,26,3,3
45688.0,42,20,279,0,0,18,3,8
60491.0,39,81,637,47,19,249,6,7
33235.0,24,71,45,0,1,18,3,3
35701.0,51,36,21,1,3,16,1,3
31535.0,30,95,15,4,0,13,1,2
67384.0,40,32,957,40,53,333,7,5
77870.0,43,93,1017,50,50,565,5,5
57107.0,42,44,159,0,0,120,4,8
36038.0,29,82,23,0,2,15,3,3
31878.0,33,7,23,4,5,15,1,4
70932.0,38,57,200,193,185,146,6,12
77598.0,67,53,1193,33,66,410,7,13
70617.0,40,45,353,61,46,793,3,7
64849.0,53,42,652,48,84,444,9,6
62694.0,45,29,379,6,91,182,9,7
61917.0,36,83,46,4,2,38,2,4
67472.0,63,93,162,31,17,135,4,7
21059.0,28,40,8,3,3,22,3,3
29543.0,42,47,17,3,4,21,3,2
75903.0,59,50,340,108,38,315,6,9
34984.0,35,40,8,4,5,18,1,3
54356.0,61,62,710,15,0,50,11,8
25410.0,37,48,2,2,13,17,1,4
73356.0,26,56,1050,14,14,322,5,5
28320.0,60,68,19,1,2,17,1,3
23763.0,33,64,22,0,2,12,1,3
72570.0,26,67,274,83,141,367,4,12
34529.0,34,94,68,6,6,41,2,3
70792.0,59,82,344,45,11,758,3,10
36065.0,42,54,18,7,2,44,3,3
51141.0,70,96,144,0,0,7,3,4
56939.0,34,19,256,34,29,193,3,10
61798.0,46,13,338,4,8,100,4,9
76842.0,60,37,605,10,54,429,1,7
29478.0,34,59,8,0,1,10,1,3
46998.0,54,55,172,41,6,131,5,5
70053.0,45,38,512,53,179,179,8,10
71670.0,48,8,1462,16,0,128,5,6
44359.0,32,19,20,0,3,21,2,4
40887.0,58,32,50,4,10,54,3,3
48877.0,44,27,102,1,0,17,3,4
74485.0,63,58,499,149,49,988,6,12
64474.0,38,59,381,35,86,228,8,10
77226.0,47,29,631,43,76,367,6,12
72643.0,61,60,526,80,94,676,3,7
55686.0,44,27,673,0,47,236,6,5
39062.0,27,28,23,0,0,9,1,3
40794.0,35,18,261,23,23,77,6,5
32632.0,47,32,63,151,19,290,4,8
36781.0,31,16,29,1,3,17,2,2
31385.0,26,56,3,2,1,12,1,2
24570.0,26,97,28,34,14,73,4,4
53201.0,35,49,280,7,0,101,6,5
57113.0,32,45,182,4,2,33,4,5
23477.0,24,39,38,15,8,57,3,4
58116.0,54,38,228,19,11,134,3,8
72968.0,47,8,1092,37,37,737,5,8
39791.0,39,89,85,15,13,40,3,4
13672.0,50,86,6,2,1,11,1,3
79205.0,35,73,504,23,28,296,6,4
56559.0,35,46,226,22,31,174,4,8
32644.0,37,38,239,3,7,141,7,6
67506.0,30,73,90,38,36,100,4,6
24206.0,40,66,7,2,2,11,1,3
28420.0,43,36,4,2,0,7,1,2
22979.0,40,29,16,17,21,39,3,2
30368.0,33,97,35,0,0,15,2,3
63684.0,40,61,575,80,93,636,8,8
41638.0,46,68,315,0,0,35,5,3
68805.0,51,73,182,2,13,66,3,7
65814.0,44,90,561,14,14,123,8,10
71964.0,52,81,587,51,34,1112,5,5
34445.0,29,92,228,122,129,330,11,8
68281.0,52,31,995,112,48,459,2,13
36790.0,27,14,3,3,21,29,2,2
27943.0,43,89,12,1,1,20,2,3
28587.0,32,42,22,4,10,29,2,4
43815.0,28,53,14,10,7,33,2,3
48195.0,54,53,106,27,7,120,4,5
77027.0,58,23,820,57,0,287,8,6
71322.0,45,57,753,43,10,295,8,13
32765.0,31,49,13,3,3,24,2,4
23272.0,57,29,19,3,2,10,1,3
7500.0,25,98,5,17,14,30,2,3
68117.0,63,80,618,44,17,215,11,4
17649.0,34,70,15,1,5,23,3,3
55914.0,35,32,384,60,101,483,11,8
40059.0,26,82,110,29,10,120,6,3
60905.0,60,27,208,17,17,112,3,7
75330.0,33,94,555,82,61,350,10,12
60689.0,59,23,240,90,6,279,4,10
38680.0,26,97,11,0,5,51,2,3
61416.0,28,25,848,154,61,524,10,10
29009.0,29,19,6,6,5,25,2,3
45057.0,31,80,37,0,0,10,2,3
37150.0,39,80,167,37,34,113,4,6
43020.0,40,79,45,7,25,103,4,4
53154.0,51,50,129,0,1,21,3,4
65308.0,37,60,713,0,80,384,7,12
76467.0,40,44,676,161,44,636,2,5
32871.0,59,28,22,2,2,12,1,3
55801.0,35,35,367,4,4,57,7,6
76320.0,51,49,526,35,53,283,6,4
36927.0,55,46,51,0,0,16,3,3
48794.0,57,97,25,0,0,14,1,3
23478.0,45,51,28,6,17,39,3,3
71128.0,37,80,958,159,0,467,2,12
59462.0,60,29,724,17,8,143,9,12
50943.0,41,52,375,42,66,142,4,4
55212.0,29,82,23,0,2,15,3,3
42554.0,32,93,29,1,0,11,2,3
67046.0,59,92,544,35,151,156,4,4
42192.0,62,40,40,15,6,32,2,3
77610.0,58,70,1245,33,33,353,4,4
31761.0,26,96,19,1,14,36,3,4
34350.0,31,81,16,3,1,17,1,3
54591.0,61,63,376,4,9,106,6,8
71866.0,54,85,184,178,39,281,6,10
69520.0,27,95,627,120,80,535,9,5
64713.0,40,11,180,60,54,254,5,7
22123.0,50,77,3,3,7,58,2,3
52028.5,39,82,71,1,0,16,2,3
50943.0,56,83,161,0,0,22,4,4
27803.0,37,40,8,26,9,84,3,4
52028.5,55,95,264,0,6,33,6,5
51651.0,50,32,293,6,6,36,6,5
50943.0,67,75,532,126,126,654,5,11
79823.0,51,6,835,73,73,494,6,7
30828.0,30,16,16,11,0,17,1,4
34109.0,39,39,9,1,1,7,0,3
22390.0,41,49,0,1,1,19,1,2
71322.0,34,31,121,24,15,148,4,7
48699.0,60,90,26,1,0,12,1,3
54252.0,54,25,178,4,4,34,4,5
76068.0,35,67,1115,12,12,161,2,4
53204.0,34,40,29,0,0,10,1,3
78128.0,36,89,934,24,24,246,8,6
14188.0,38,40,2,7,12,27,2,4
48150.0,61,24,173,2,2,42,5,4
58275.0,55,48,189,10,43,309,8,7
44953.0,29,31,728,17,8,144,7,13
34587.0,57,68,7,2,0,11,1,3
43018.0,36,46,35,4,6,24,2,2
45736.0,56,92,188,3,3,200,7,6
66476.0,41,80,742,28,9,177,6,10
27733.0,29,16,0,7,2,31,2,3
69805.0,58,50,750,71,10,187,6,11
72217.0,48,93,816,42,56,505,3,8
25818.0,39,51,5,2,2,10,0,2
37509.0,34,24,37,5,8,68,3,4
43586.0,30,26,99,2,0,15,3,4
53230.0,54,86,176,72,21,234,5,12
50116.0,53,68,54,0,0,10,1,4
72309.0,34,64,960,0,38,933,5,8
16005.0,30,69,1,3,30,22,2,2
65487.0,53,48,240,67,0,699,3,6
58692.0,45,21,301,11,7,65,8,4
40590.0,41,30,154,0,11,56,3,3
62637.0,56,76,104,12,12,52,2,5
29435.0,44,11,70,3,2,41,3,2
19346.0,36,26,2,0,6,12,1,3
35788.0,39,34,23,2,1,14,2,3
36997.0,42,72,43,4,0,20,2,4
23539.0,53,13,4,24,1,27,2,4
65333.0,37,58,654,7,15,92,9,8
78499.0,53,12,912,72,36,217,11,4
29732.0,39,23,25,0,1,8,2,2
41275.0,50,33,24,4,2,22,3,3
63516.0,37,30,141,11,14,129,4,7
42769.0,48,15,71,0,1,16,1,4
49572.0,52,25,35,1,1,16,2,3
17148.0,34,80,9,9,10,24,3,3
32146.0,27,16,26,3,7,27,2,4
41713.0,46,57,77,8,10,54,3,4
34176.0,35,9,11,2,2,11,1,3
58482.0,55,59,576,7,7,134,7,9
59686.0,45,78,89,15,42,123,4,6
60896.0,46,90,1013,30,46,459,9,4
62994.0,30,74,224,12,12,52,6,4
47320.0,53,10,200,19,15,161,5,8
74859.0,61,63,570,73,102,747,6,11
31560.0,36,98,62,1,0,24,2,3
41967.0,29,66,23,4,2,10,1,3
69263.0,45,14,492,5,5,45,9,7
65706.0,40,77,918,10,0,142,11,12
60934.0,35,41,224,155,93,347,6,11
71965.0,59,21,572,19,38,336,6,5
65210.0,55,25,626,0,7,70,9,8
52914.0,39,32,254,10,10,74,7,3
26067.0,36,49,22,2,2,18,3,3
44325.0,38,69,516,0,0,21,8,7
26487.0,32,23,2,8,14,22,2,3
53233.0,53,18,28,0,0,12,1,3
67716.0,50,8,530,142,9,279,7,13
76234.0,38,21,519,50,0,297,8,11
25224.0,38,36,4,9,2,23,1,3
40851.0,39,63,23,1,4,7,1,2
73803.0,53,61,833,80,26,415,9,6
8820.0,58,52,12,0,2,17,3,3
43322.0,36,25,56,7,2,58,3,4
55593.0,37,63,293,8,4,135,6,3
50501.0,56,10,297,0,0,51,5,4
37085.0,35,65,39,1,0,18,3,3
73807.0,32,88,366,124,78,227,5,11
35893.0,42,80,158,0,0,23,3,5
61014.0,30,17,269,129,43,677,9,4
32144.0,56,76,41,0,0,10,2,3
14918.0,47,52,3,3,4,18,1,3
41769.0,55,31,302,29,0,163,8,7
38054.0,60,24,23,2,1,19,2,3
5305.0,34,12,12,4,3,8,1,0
40101.0,25,73,171,3,24,155,6,6
58025.0,31,81,270,31,48,99,3,10
7500.0,31,7,2,8,8,14,3,2
33562.0,47,33,21,12,3,12,2,4
57642.0,40,24,580,6,0,66,7,6
63777.0,31,87,457,5,17,121,11,6
57967.0,48,39,229,7,0,141,4,8
46805.0,32,53,32,2,4,1619,0,1
24434.0,38,9,3,2,0,28,2,2
11012.0,26,82,24,3,1,33,3,2
44802.0,40,71,853,10,10,156,9,12
26816.0,24,50,5,1,4,9,0,3
61223.0,43,46,709,43,118,224,9,4
56981.0,29,91,908,48,12,249,2,13
69245.0,54,8,428,30,30,294,6,10
52869.0,56,40,84,3,1,63,3,4
