Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Total_Space_New
Box Hill,3,h,Buxton,2018-10-03,10.9,3128.0,3,1,1,693.5,Eastern Metropolitan,4605,1280000,8
Brighton,3,t,Jellis,2018-10-03,10.5,3186.0,3,2,2,370.0,Southern Metropolitan,10579,1900000,10
Broadmeadows,3,h,@Realty,2018-10-03,14.0,3047.0,3,1,2,880.0,Northern Metropolitan,4294,650000,9
Broadmeadows,3,h,Eview,2018-10-03,14.0,3047.0,3,1,4,632.0,Northern Metropolitan,4294,698000,11
Brunswick,4,h,Collins,2018-10-03,5.2,3056.0,4,2,0,243.0,Northern Metropolitan,11918,1320000,10
Brunswick West,2,t,Nelson,2018-10-03,5.2,3055.0,2,1,1,145.0,Northern Metropolitan,7082,580000,6
Brunswick West,3,t,McGrath,2018-10-03,5.2,3055.0,2,1,1,145.0,Northern Metropolitan,7082,885000,7
Bulleen,4,h,Barry,2018-10-03,10.8,3105.0,4,2,1,603.0,Eastern Metropolitan,4480,1158000,11
Bundoora,3,h,Ray,2018-10-03,12.1,3083.0,3,1,1,653.0,Northern Metropolitan,10175,640000,8
Burwood East,3,h,Rounds,2018-10-03,14.7,3151.0,3,2,2,680.0,Eastern Metropolitan,4048,1250000,10
Camberwell,2,t,Ray,2018-10-03,7.7,3124.0,3,2,1,267.0,Southern Metropolitan,8920,1050000,8
Chelsea,2,u,Eview,2018-10-03,27.0,3196.0,2,1,1,210.0,South-Eastern Metropolitan,3906,620000,6
Coburg,3,h,Nelson,2018-10-03,6.7,3058.0,3,1,2,481.0,Northern Metropolitan,11204,975000,9
Coburg North,3,t,Stockdale,2018-10-03,6.7,3058.0,3,2,2,220.0,Northern Metropolitan,3445,850000,10
Craigieburn,4,h,Ray,2018-10-03,20.6,3064.0,4,2,2,448.0,Northern Metropolitan,15510,660000,12
Craigieburn,3,h,Barry,2018-10-03,20.6,3064.0,3,2,1,266.0,Northern Metropolitan,15510,455000,9
Craigieburn,4,h,Ray,2018-10-03,20.6,3064.0,4,2,4,731.0,Northern Metropolitan,15510,583000,14
Craigieburn,4,h,Ray,2018-10-03,20.6,3064.0,4,2,2,584.0,Northern Metropolitan,15510,613500,12
Craigieburn,4,h,LJ,2018-10-03,20.6,3064.0,4,2,2,512.0,Northern Metropolitan,15510,740000,12
Craigieburn,4,h,Barry,2018-10-03,20.6,3064.0,4,2,2,694.0,Northern Metropolitan,15510,650000,12
Craigieburn,3,t,Barry,2018-10-03,20.6,3064.0,2,1,1,145.0,Northern Metropolitan,15510,465000,7
Craigieburn,4,h,Ray,2018-10-03,20.6,3064.0,4,2,2,502.0,Northern Metropolitan,15510,700000,12
Craigieburn,3,h,Barry,2018-10-03,20.6,3064.0,3,2,2,653.0,Northern Metropolitan,15510,562500,10
Dallas,3,h,FN,2018-10-03,14.0,3047.0,3,2,6,588.0,Northern Metropolitan,2246,510000,14
Dallas,3,h,FN,2018-10-03,14.0,3047.0,3,2,5,578.0,Northern Metropolitan,2246,520000,13
Dandenong North,3,h,Le,2018-10-03,24.7,3175.0,3,2,2,551.0,South-Eastern Metropolitan,8322,642500,10
Doncaster,5,h,Jellis,2018-10-03,12.4,3108.0,5,4,1,981.0,Eastern Metropolitan,9028,2250000,15
Doncaster,2,u,Jellis,2018-10-03,12.4,3108.0,2,1,1,208.0,Eastern Metropolitan,9028,490000,6
Doncaster East,5,h,Barry,2018-10-03,14.3,3109.0,5,3,2,653.0,Eastern Metropolitan,10999,1200000,15
Eltham,4,h,Buckingham,2018-10-03,18.0,3095.0,4,2,1,424.0,Eastern Metropolitan,6990,1230000,11
Epping,3,h,Iconek,2018-10-03,19.6,3076.0,3,2,2,435.0,Northern Metropolitan,10926,622000,10
Epping,3,h,Iconek,2018-10-03,19.6,3076.0,3,2,2,360.0,Northern Metropolitan,10926,592000,10
Epping,3,u,Love,2018-10-03,19.6,3076.0,1,1,1,50.0,Northern Metropolitan,10926,492000,6
Epping,3,h,Ray,2018-10-03,19.6,3076.0,3,1,2,545.0,Northern Metropolitan,10926,589500,9
Footscray,1,u,Burnham,2018-10-03,5.1,3011.0,2,1,1,80.0,Western Metropolitan,7570,245000,5
Gladstone Park,3,h,Raine,2018-10-03,12.9,3043.0,3,2,2,552.0,Western Metropolitan,3285,619500,10
Glen Huntly,2,t,Woodards,2018-10-03,10.1,3163.0,3,2,1,267.0,Southern Metropolitan,2403,740000,8
Glen Waverley,3,h,Ray,2018-10-03,16.7,3150.0,4,2,2,646.0,Eastern Metropolitan,15321,1075000,11
Glen Waverley,5,h,Barry,2018-10-03,16.7,3150.0,5,3,2,895.0,Eastern Metropolitan,15321,815000,15
Glenroy,4,h,Eview,2018-10-03,11.2,3046.0,4,2,2,600.0,Northern Metropolitan,8870,876500,12
Glenroy,3,h,RW,2018-10-03,11.2,3046.0,3,1,6,669.0,Northern Metropolitan,8870,680000,13
Glenroy,3,h,Stockdale,2018-10-03,11.2,3046.0,3,1,2,650.0,Northern Metropolitan,8870,777777,9
Glenroy,4,t,Stockdale,2018-10-03,11.2,3046.0,4,3,2,1266.0,Northern Metropolitan,8870,905000,13
Greenvale,4,h,HAR,2018-10-03,20.4,3059.0,4,2,4,448.0,Northern Metropolitan,4864,675000,14
Hawthorn,2,u,RT,2018-10-03,5.3,3122.0,1,1,1,50.0,Southern Metropolitan,11308,655000,5
Heidelberg,3,u,Miles,2018-10-03,8.9,3084.0,3,1,1,809.0,Eastern Metropolitan,2890,588000,8
Hillside,3,u,Barry,2018-10-03,18.0,3037.0,2,1,1,80.0,Western Metropolitan,5556,480000,7
Hoppers Crossing,3,h,Sweeney,2018-10-03,18.4,3029.0,3,2,1,410.0,Western Metropolitan,13830,428000,9
Keilor Downs,4,h,Barry,2018-10-03,15.5,3038.0,4,2,2,743.0,Western Metropolitan,3656,760000,12
Keilor East,3,h,Hodges,2018-10-03,11.7,3033.0,3,1,2,169.0,Western Metropolitan,5629,616000,9
Keilor East,3,h,Nelson,2018-10-03,11.7,3033.0,3,1,2,649.0,Western Metropolitan,5629,950000,9
Keilor East,4,h,Nelson,2018-10-03,11.7,3033.0,4,2,2,545.0,Western Metropolitan,5629,1000000,12
Keilor Park,3,h,Nelson,2018-10-03,10.4,3042.0,3,1,1,537.0,Western Metropolitan,1119,635000,8
Kensington,3,h,Edward,2018-10-03,3.4,3031.0,3,1,0,170.0,Northern Metropolitan,5263,1122500,7
Kingsbury,3,u,Ray,2018-10-03,12.1,3083.0,1,1,1,50.0,Northern Metropolitan,1414,521000,6
Kingsbury,3,h,Barry,2018-10-03,12.1,3083.0,3,1,2,552.0,Northern Metropolitan,1414,800000,9
Knoxfield,5,h,Barry,2018-10-03,23.3,3180.0,3,1,1,693.5,Eastern Metropolitan,2949,939000,10
Lysterfield,3,h,Noel,2018-10-03,24.8,3156.0,3,1,2,622.0,South-Eastern Metropolitan,2126,730000,9
Maidstone,2,u,Pagan,2018-10-03,6.4,3012.0,2,1,1,80.0,Western Metropolitan,3873,395000,6
Melton South,3,h,PRDNationwide,2018-10-03,29.8,3338.0,3,1,1,570.0,Western Victoria,4718,380000,8
Mernda,4,h,LITTLE,2018-10-03,25.9,3754.0,4,2,2,448.0,Northern Metropolitan,5812,610000,12
Mill Park,3,t,Ray,2018-10-03,17.9,3082.0,2,1,1,145.0,Northern Metropolitan,10529,501000,7
Mill Park,5,h,HAR,2018-10-03,17.9,3082.0,5,2,2,681.0,Northern Metropolitan,10529,780000,14
Mill Park,3,h,HAR,2018-10-03,17.9,3082.0,3,2,4,620.0,Northern Metropolitan,10529,763000,12
Mulgrave,4,h,Ray,2018-10-03,18.8,3170.0,4,1,3,650.0,South-Eastern Metropolitan,7113,845000,12
Newport,4,t,Biggin,2018-10-03,6.2,3015.0,2,1,1,200.0,Western Metropolitan,5498,865000,8
Noble Park,4,h,Eview,2018-10-03,22.7,3174.0,4,3,5,661.0,South-Eastern Metropolitan,11806,920000,16
Northcote,3,h,Nelson,2018-10-03,5.3,3070.0,3,1,2,422.0,Northern Metropolitan,11364,1010000,9
Northcote,4,h,Jellis,2018-10-03,5.3,3070.0,4,1,2,486.0,Northern Metropolitan,11364,1700000,11
Northcote,4,h,Ray,2018-10-03,5.3,3070.0,4,1,2,496.0,Northern Metropolitan,11364,1375000,11
Northcote,3,h,Jellis,2018-10-03,5.3,3070.0,3,1,2,626.0,Northern Metropolitan,11364,1660000,9
Nunawading,2,u,Ray,2018-10-03,15.4,3131.0,2,1,1,208.0,Eastern Metropolitan,4973,500000,6
Oak Park,3,t,Stockdale,2018-10-03,11.2,3046.0,2,1,1,145.0,Northern Metropolitan,2651,850000,7
Oakleigh East,4,h,Buxton,2018-10-03,12.3,3166.0,4,2,2,733.0,Southern Metropolitan,2547,1140000,12
Officer,4,h,O'Brien,2018-10-03,43.3,3809.0,4,2,2,576.0,Eastern Victoria,2768,667000,12
Pakenham,3,h,O'Brien,2018-10-03,47.3,3810.0,3,1,0,945.0,Eastern Victoria,17384,510000,7
Parkdale,2,u,Barry,2018-10-03,21.5,3195.0,2,1,1,210.0,South-Eastern Metropolitan,5087,650000,6
Pascoe Vale,2,h,Peter,2018-10-03,8.5,3044.0,3,1,1,482.0,Northern Metropolitan,7485,651000,7
Plumpton,4,h,Barry,2018-10-03,23.8,3335.0,3,1,1,537.0,Western Metropolitan,1490,630000,9
Point Cook,4,h,hockingstuart,2018-10-03,14.7,3030.0,4,2,2,448.0,Western Metropolitan,15542,640000,12
Point Cook,4,h,Raine,2018-10-03,14.7,3030.0,4,2,2,354.0,Western Metropolitan,15542,543080,12
Point Cook,3,t,Point,2018-10-03,14.7,3030.0,3,2,2,187.0,Western Metropolitan,15542,516000,10
Port Melbourne,3,h,Frank,2018-10-03,3.5,3207.0,3,1,1,367.0,Southern Metropolitan,8648,2465000,8
Port Melbourne,3,t,Cayzer,2018-10-03,3.5,3207.0,3,1,1,89.0,Southern Metropolitan,8648,1100000,8
Reservoir,2,u,Ray,2018-10-03,12.0,3073.0,2,1,2,176.0,Northern Metropolitan,21650,460000,7
Reservoir,2,u,Ray,2018-10-03,12.0,3073.0,1,1,1,50.0,Northern Metropolitan,21650,443000,5
Reservoir,2,h,Ray,2018-10-03,12.0,3073.0,2,1,2,581.0,Northern Metropolitan,21650,650000,7
Reservoir,3,h,Ray,2018-10-03,12.0,3073.0,3,1,1,761.0,Northern Metropolitan,21650,822000,8
Roxburgh Park,4,h,YPA,2018-10-03,20.6,3064.0,4,2,2,498.0,Northern Metropolitan,5833,705000,12
Roxburgh Park,3,h,Raine,2018-10-03,20.6,3064.0,3,2,2,532.0,Northern Metropolitan,5833,600000,10
South Kingsville,2,t,Village,2018-10-03,6.2,3015.0,2,1,1,215.0,Western Metropolitan,984,730000,6
South Morang,4,h,HAR,2018-10-03,20.5,3752.0,4,2,2,517.0,Northern Metropolitan,7969,774000,12
South Yarra,1,u,hockingstuart,2018-10-03,2.7,3141.0,1,1,1,50.0,Southern Metropolitan,14887,550000,4
Sunbury,3,h,Raine,2018-10-03,31.7,3429.0,3,2,2,690.0,Western Metropolitan,14092,540000,10
Sunbury,3,h,Leading,2018-10-03,31.7,3429.0,3,2,1,775.0,Western Metropolitan,14092,650000,9
Sydenham,3,h,YPA,2018-10-03,18.0,3037.0,3,2,2,646.0,Western Metropolitan,3640,645000,10
Tarneit,5,h,Sweeney,2018-10-03,18.4,3029.0,5,2,2,550.0,Western Metropolitan,10160,610000,14
Taylors Hill,4,h,YPA,2018-10-03,18.0,3037.0,4,2,2,630.0,Western Metropolitan,4242,700000,12
Thomastown,4,h,Skad,2018-10-03,15.3,3074.0,4,1,4,567.0,Northern Metropolitan,7955,592500,13
Thomastown,1,u,Ray,2018-10-03,15.3,3074.0,1,1,1,50.0,Northern Metropolitan,7955,240000,4
Thornbury,3,h,Jellis,2018-10-03,7.0,3071.0,3,1,1,482.0,Northern Metropolitan,8870,845000,8
Wantirna South,3,t,Harcourts,2018-10-03,14.7,3152.0,3,1,1,236.0,Eastern Metropolitan,7082,705000,8
Wantirna South,5,h,Barry,2018-10-03,14.7,3152.0,5,3,2,392.0,Eastern Metropolitan,7082,1180501,15
Wantirna South,3,t,Barry,2018-10-03,14.7,3152.0,3,1,1,236.0,Eastern Metropolitan,7082,800000,8
Werribee,3,h,FN,2018-10-03,14.7,3030.0,3,1,1,808.0,Western Metropolitan,16166,723500,8
Werribee,3,u,YPA,2018-10-03,14.7,3030.0,2,1,1,80.0,Western Metropolitan,16166,447000,7
Werribee,3,h,YPA,2018-10-03,14.7,3030.0,3,2,2,600.0,Western Metropolitan,16166,504000,10
Wollert,4,h,hockingstuart,2018-10-03,25.5,3750.0,4,2,2,400.0,Northern Metropolitan,2940,597500,12
Wollert,4,h,hockingstuart,2018-10-03,25.5,3750.0,4,2,2,512.0,Northern Metropolitan,2940,740000,12
Aberfeldie,3,h,McDonald,2017-05-13,9.1,3040.0,3,1,1,537.0,Western Metropolitan,1543,1167500,8
Albert Park,2,h,Marshall,2017-05-13,3.3,3206.0,2,1,1,236.0,Southern Metropolitan,3280,2130000,6
Alphington,3,t,Nelson,2017-05-13,6.4,3078.0,3,2,2,528.0,Northern Metropolitan,2211,1285000,10
Altona North,3,h,Williams,2017-05-13,11.1,3025.0,3,1,1,537.0,Western Metropolitan,5132,850000,8
Altona North,3,h,Jas,2017-05-13,11.1,3025.0,3,1,1,537.0,Western Metropolitan,5132,911000,8
Armadale,3,t,Marshall,2017-05-13,6.3,3143.0,3,2,1,267.0,Southern Metropolitan,4836,1835000,9
Ascot Vale,2,h,Nelson,2017-05-13,5.9,3032.0,2,1,1,226.0,Western Metropolitan,6567,1020000,6
Ascot Vale,3,h,Nelson,2017-05-13,5.9,3032.0,3,2,2,209.0,Western Metropolitan,6567,1041000,10
Ascot Vale,2,t,Woodards,2017-05-13,5.9,3032.0,2,2,1,103.0,Western Metropolitan,6567,565000,7
Ascot Vale,6,h,Jellis,2017-05-13,5.9,3032.0,6,3,2,1012.0,Western Metropolitan,6567,2250000,17
Ascot Vale,4,t,Alexkarbon,2017-05-13,5.9,3032.0,4,3,2,50.0,Western Metropolitan,6567,900000,13
Ascot Vale,2,h,W.B.,2017-05-13,5.9,3032.0,3,1,1,537.0,Western Metropolitan,6567,800000,7
Avondale Heights,4,h,Moonee,2017-05-13,10.5,3034.0,3,1,1,537.0,Western Metropolitan,4502,900000,9
Balwyn North,4,h,Noel,2017-05-13,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,1850000,9
Balwyn North,4,h,RT,2017-05-13,9.2,3104.0,4,2,2,627.0,Southern Metropolitan,7809,2000000,12
Balwyn North,3,u,Marshall,2017-05-13,9.2,3104.0,3,1,1,350.0,Southern Metropolitan,7809,700000,8
Balwyn North,4,h,Jellis,2017-05-13,9.2,3104.0,4,3,2,636.0,Southern Metropolitan,7809,1890000,13
Balwyn North,3,h,Fletchers,2017-05-13,9.2,3104.0,3,1,1,593.0,Southern Metropolitan,7809,1565000,8
Balwyn North,4,h,Jellis,2017-05-13,9.2,3104.0,4,2,1,677.0,Southern Metropolitan,7809,1630000,11
Bentleigh,4,t,Hodges,2017-05-13,13.0,3204.0,4,2,1,207.0,Southern Metropolitan,6795,1105000,11
Bentleigh,3,t,hockingstuart,2017-05-13,13.0,3204.0,3,2,2,334.0,Southern Metropolitan,6795,1303000,10
Bentleigh,4,t,hockingstuart,2017-05-13,13.0,3204.0,3,2,1,267.0,Southern Metropolitan,6795,1285000,10
Bentleigh East,3,h,Thomson,2017-05-13,13.9,3165.0,3,1,2,290.0,Southern Metropolitan,10969,830000,9
Bentleigh East,3,t,Gary,2017-05-13,13.9,3165.0,3,1,2,162.0,Southern Metropolitan,10969,767000,9
Bentleigh East,4,h,hockingstuart,2017-05-13,13.9,3165.0,4,3,2,620.0,Southern Metropolitan,10969,1860000,13
Bentleigh East,4,h,hockingstuart,2017-05-13,13.9,3165.0,3,1,1,593.0,Southern Metropolitan,10969,1262500,9
Bentleigh East,3,t,Purplebricks,2017-05-13,13.9,3165.0,3,2,2,369.0,Southern Metropolitan,10969,1200000,10
Box Hill,2,u,Barry,2017-05-13,13.1,3128.0,2,1,1,50.0,Eastern Metropolitan,4605,572000,6
Box Hill,3,h,Fletchers,2017-05-13,13.1,3128.0,3,1,2,414.0,Eastern Metropolitan,4605,910000,9
Brighton,3,u,hockingstuart,2017-05-13,11.2,3186.0,3,2,1,188.0,Southern Metropolitan,10579,1392000,9
Brighton,3,h,Marshall,2017-05-13,11.2,3186.0,3,3,2,440.0,Southern Metropolitan,10579,2445000,11
Brighton,2,u,hockingstuart,2017-05-13,11.2,3186.0,2,1,1,1647.0,Southern Metropolitan,10579,520000,6
Brighton,4,h,Nick,2017-05-13,11.2,3186.0,3,1,1,593.0,Southern Metropolitan,10579,3110000,9
Brighton,2,u,Marshall,2017-05-13,11.2,3186.0,1,1,1,50.0,Southern Metropolitan,10579,785000,5
Brighton,4,h,Kay,2017-05-13,11.2,3186.0,4,2,2,286.0,Southern Metropolitan,10579,2000000,12
Brighton,2,h,Hodges,2017-05-13,11.2,3186.0,2,1,1,873.0,Southern Metropolitan,10579,1350000,6
Brighton East,5,h,Marshall,2017-05-13,10.7,3187.0,5,2,2,780.0,Southern Metropolitan,6938,2140000,14
Brighton East,4,h,RT,2017-05-13,10.7,3187.0,4,2,1,596.0,Southern Metropolitan,6938,1630000,11
Brighton East,2,u,Woodards,2017-05-13,10.7,3187.0,2,1,3,238.0,Southern Metropolitan,6938,910000,8
Brighton East,3,h,Kay,2017-05-13,10.7,3187.0,3,1,2,688.0,Southern Metropolitan,6938,1975000,9
Brighton East,3,h,Buxton,2017-05-13,10.7,3187.0,3,1,1,597.0,Southern Metropolitan,6938,1635000,8
Brighton East,3,t,Kay,2017-05-13,10.7,3187.0,3,2,1,267.0,Southern Metropolitan,6938,1760000,9
Brighton East,8,h,Buxton,2017-05-13,10.7,3187.0,8,3,3,614.0,Southern Metropolitan,6938,1880000,22
Brighton East,3,h,Marshall,2017-05-13,10.7,3187.0,3,1,2,590.0,Southern Metropolitan,6938,1743000,9
Brunswick,2,h,Nelson,2017-05-13,5.2,3056.0,2,1,1,153.0,Northern Metropolitan,11918,830000,6
Brunswick,4,h,Jellis,2017-05-13,5.2,3056.0,4,2,4,650.0,Northern Metropolitan,11918,1385000,14
Brunswick,3,t,Nelson,2017-05-13,5.2,3056.0,3,2,1,122.0,Northern Metropolitan,11918,981000,9
Brunswick,1,u,Harcourts,2017-05-13,5.2,3056.0,1,1,1,50.0,Northern Metropolitan,11918,418000,4
Brunswick East,2,h,Jellis,2017-05-13,4.5,3057.0,2,1,1,263.0,Northern Metropolitan,5533,1283000,6
Brunswick East,2,h,Nelson,2017-05-13,4.5,3057.0,2,1,0,121.0,Northern Metropolitan,5533,1025000,5
Brunswick East,2,h,Nelson,2017-05-13,4.5,3057.0,2,1,0,137.0,Northern Metropolitan,5533,1015000,5
Brunswick East,2,u,Jellis,2017-05-13,4.5,3057.0,2,1,1,1556.0,Northern Metropolitan,5533,500000,6
Brunswick East,2,u,Nelson,2017-05-13,4.5,3057.0,2,1,1,1611.0,Northern Metropolitan,5533,550000,6
Brunswick East,2,u,Nelson,2017-05-13,4.5,3057.0,2,1,1,50.0,Northern Metropolitan,5533,460000,6
Brunswick East,1,h,Nicholson,2017-05-13,4.5,3057.0,1,1,0,365.0,Northern Metropolitan,5533,1185000,3
Brunswick East,2,u,Pagan,2017-05-13,4.5,3057.0,2,1,1,50.0,Northern Metropolitan,5533,435000,6
Brunswick West,3,h,Walshe,2017-05-13,5.9,3055.0,3,1,2,465.0,Northern Metropolitan,7082,1060000,9
Brunswick West,2,u,Ham,2017-05-13,5.9,3055.0,1,1,1,50.0,Northern Metropolitan,7082,424000,5
Brunswick West,3,h,Woodards,2017-05-13,5.9,3055.0,3,1,1,335.0,Northern Metropolitan,7082,1220000,8
Brunswick West,3,h,Walshe,2017-05-13,5.9,3055.0,3,1,1,372.0,Northern Metropolitan,7082,1097000,8
Brunswick West,3,h,Nelson,2017-05-13,5.9,3055.0,3,2,1,169.0,Northern Metropolitan,7082,1100000,9
Bulleen,5,h,RT,2017-05-13,11.8,3105.0,5,4,4,564.0,Eastern Metropolitan,4480,1730000,18
Burwood,2,h,Noel,2017-05-13,11.7,3125.0,2,1,1,271.0,Southern Metropolitan,5678,870000,6
Burwood,3,h,Marshall,2017-05-13,11.7,3125.0,3,2,4,697.0,Southern Metropolitan,5678,1385000,12
Camberwell,4,h,Marshall,2017-05-13,7.8,3124.0,4,2,3,696.0,Southern Metropolitan,8920,2513000,13
Camberwell,2,h,Noel,2017-05-13,7.8,3124.0,2,1,3,633.0,Southern Metropolitan,8920,1900000,8
Camberwell,4,h,Marshall,2017-05-13,7.8,3124.0,3,1,1,593.0,Southern Metropolitan,8920,1700000,9
Camberwell,3,h,Jellis,2017-05-13,7.8,3124.0,3,2,2,575.0,Southern Metropolitan,8920,1620000,10
Camberwell,4,h,Marshall,2017-05-13,7.8,3124.0,4,2,1,790.0,Southern Metropolitan,8920,3550000,11
Camberwell,4,h,Marshall,2017-05-13,7.8,3124.0,4,3,2,728.0,Southern Metropolitan,8920,1980000,13
Camberwell,3,h,Marshall,2017-05-13,7.8,3124.0,3,2,2,324.0,Southern Metropolitan,8920,1861000,10
Camberwell,2,h,J,2017-05-13,7.8,3124.0,2,1,0,429.0,Southern Metropolitan,8920,1402000,5
Canterbury,4,h,Kay,2017-05-13,9.0,3126.0,4,3,2,789.0,Southern Metropolitan,3265,2510000,13
Canterbury,5,h,Sotheby's,2017-05-13,9.0,3126.0,5,5,4,2079.0,Southern Metropolitan,3265,8000000,19
Canterbury,3,t,Jellis,2017-05-13,9.0,3126.0,3,2,2,410.0,Southern Metropolitan,3265,1775000,10
Canterbury,3,h,Marshall,2017-05-13,9.0,3126.0,3,2,2,857.0,Southern Metropolitan,3265,3725000,10
Carlton North,4,h,Nelson,2017-05-13,3.2,3054.0,4,2,1,515.0,Northern Metropolitan,3106,3450000,11
Carlton North,2,h,Nelson,2017-05-13,3.2,3054.0,2,1,0,119.0,Northern Metropolitan,3106,1290000,5
Carnegie,2,u,Ray,2017-05-13,11.4,3163.0,1,1,1,50.0,Southern Metropolitan,7822,470000,5
Carnegie,3,u,Gary,2017-05-13,11.4,3163.0,3,2,2,271.0,Southern Metropolitan,7822,1105000,10
Carnegie,3,h,hockingstuart,2017-05-13,11.4,3163.0,3,2,2,515.0,Southern Metropolitan,7822,1200000,10
Caulfield North,2,u,hockingstuart,2017-05-13,8.1,3161.0,2,1,1,50.0,Southern Metropolitan,6923,655000,6
Caulfield South,3,t,O'Donoghues,2017-05-13,9.3,3162.0,3,2,2,265.0,Southern Metropolitan,5051,1000000,10
Caulfield South,2,h,Gary,2017-05-13,9.3,3162.0,2,1,1,534.0,Southern Metropolitan,5051,1104000,6
Clifton Hill,2,h,Jellis,2017-05-13,3.4,3068.0,2,1,0,158.0,Northern Metropolitan,2954,1250000,5
Clifton Hill,3,h,Nelson,2017-05-13,3.4,3068.0,3,1,0,276.0,Northern Metropolitan,2954,1652500,7
Clifton Hill,2,h,Wilson,2017-05-13,3.4,3068.0,2,1,1,168.0,Northern Metropolitan,2954,1250000,6
Clifton Hill,3,h,Collins,2017-05-13,3.4,3068.0,3,1,2,290.0,Northern Metropolitan,2954,1660000,9
Clifton Hill,1,u,Haughton,2017-05-13,3.4,3068.0,1,1,1,50.0,Northern Metropolitan,2954,465000,4
Coburg,4,t,Collins,2017-05-13,7.8,3058.0,4,2,1,3747.0,Northern Metropolitan,11204,680000,11
Coburg,3,h,Nelson,2017-05-13,7.8,3058.0,3,2,2,588.0,Northern Metropolitan,11204,1180000,10
Coburg,3,h,Nelson,2017-05-13,7.8,3058.0,3,1,3,480.0,Northern Metropolitan,11204,940500,10
Coburg,3,t,Barry,2017-05-13,7.8,3058.0,3,1,2,120.0,Northern Metropolitan,11204,824000,9
Coburg,2,h,Nelson,2017-05-13,7.8,3058.0,2,1,2,413.0,Northern Metropolitan,11204,941000,7
Coburg,2,h,Barry,2017-05-13,7.8,3058.0,2,1,1,314.0,Northern Metropolitan,11204,775000,6
Coburg,3,h,Jellis,2017-05-13,7.8,3058.0,3,1,2,391.0,Northern Metropolitan,11204,985000,9
Coburg North,4,h,Brad,2017-05-13,9.2,3058.0,4,1,1,545.0,Northern Metropolitan,3445,770000,10
Collingwood,3,h,Nelson,2017-05-13,1.6,3066.0,3,1,0,168.0,Northern Metropolitan,4553,1309000,7
Doncaster,3,h,Fletchers,2017-05-13,13.9,3108.0,3,1,1,693.5,Eastern Metropolitan,9028,1380000,8
Doncaster,3,u,Fletchers,2017-05-13,13.9,3108.0,2,1,1,208.0,Eastern Metropolitan,9028,950000,7
Doncaster,5,h,Fletchers,2017-05-13,13.9,3108.0,3,1,1,693.5,Eastern Metropolitan,9028,1360000,10
Doncaster,4,h,Barry,2017-05-13,13.9,3108.0,4,3,2,661.0,Eastern Metropolitan,9028,1100000,13
Essendon,3,h,McDonald,2017-05-13,8.0,3040.0,3,1,1,578.0,Western Metropolitan,9264,1400000,8
Essendon,2,u,Barry,2017-05-13,8.0,3040.0,2,1,1,251.0,Western Metropolitan,9264,700000,6
Fairfield,3,h,Woodards,2017-05-13,5.8,3078.0,3,1,2,574.0,Northern Metropolitan,2970,1500000,9
Fawkner,2,h,Brad,2017-05-13,12.4,3060.0,2,1,1,689.0,Northern Metropolitan,5070,949500,6
Fawkner,3,u,Ray,2017-05-13,12.4,3060.0,3,2,1,207.0,Northern Metropolitan,5070,532000,9
Fawkner,3,h,Ray,2017-05-13,12.4,3060.0,3,1,1,602.0,Northern Metropolitan,5070,698000,8
Flemington,5,h,Nelson,2017-05-13,4.4,3031.0,5,1,1,432.0,Northern Metropolitan,3593,1550000,12
Flemington,2,u,Nelson,2017-05-13,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,500000,6
Flemington,2,u,Nelson,2017-05-13,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,450000,6
Footscray,3,h,Greg,2017-05-13,6.4,3011.0,3,1,1,267.0,Western Metropolitan,7570,871000,8
Glen Huntly,1,u,Woodards,2017-05-13,10.4,3163.0,1,1,1,1162.0,Southern Metropolitan,2403,260000,4
Glen Huntly,2,u,McGrath,2017-05-13,10.4,3163.0,1,1,1,50.0,Southern Metropolitan,2403,730000,5
Glen Huntly,2,u,Buxton,2017-05-13,10.4,3163.0,1,1,1,50.0,Southern Metropolitan,2403,535000,5
Glen Iris,5,h,Noel,2017-05-13,9.2,3146.0,5,2,2,794.0,Southern Metropolitan,10412,1950000,14
Glen Iris,3,h,Jellis,2017-05-13,9.2,3146.0,3,1,2,715.0,Southern Metropolitan,10412,2085000,9
Glen Iris,4,h,Jellis,2017-05-13,9.2,3146.0,4,3,3,622.0,Southern Metropolitan,10412,1760000,14
Glen Iris,2,u,hockingstuart,2017-05-13,9.2,3146.0,2,1,2,50.0,Southern Metropolitan,10412,710000,7
Glen Iris,4,h,Marshall,2017-05-13,9.2,3146.0,4,2,2,586.0,Southern Metropolitan,10412,2340000,12
Glenroy,3,h,YPA,2017-05-13,13.0,3046.0,3,1,2,663.0,Northern Metropolitan,8870,597500,9
Glenroy,3,h,YPA,2017-05-13,13.0,3046.0,3,1,2,650.0,Northern Metropolitan,8870,690000,9
Glenroy,3,h,Barry,2017-05-13,13.0,3046.0,3,1,2,738.0,Northern Metropolitan,8870,822000,9
Glenroy,3,u,Barry,2017-05-13,13.0,3046.0,1,1,1,50.0,Northern Metropolitan,8870,500000,6
Glenroy,3,h,Stockdale,2017-05-13,13.0,3046.0,3,1,2,587.0,Northern Metropolitan,8870,710000,9
