lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
7,Online,2,160.33,2,1,2018-07-04,0,2,Not_Canceled
163,Offline,0,80.75,2,2,2018-10-02,0,3,Not_Canceled
1,Online,1,66.3,1,0,2018-02-17,0,1,Not_Canceled
267,Offline,0,95.0,2,1,2018-09-30,0,2,Canceled
11,Online,1,89.0,2,0,2018-01-15,0,2,Not_Canceled
125,Online,2,72.25,2,0,2017-12-23,0,4,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
102,Offline,0,101.5,2,0,2017-10-16,0,2,Canceled
110,Offline,0,94.5,2,2,2017-07-25,0,1,Canceled
204,Offline,0,72.75,2,2,2017-10-09,0,2,Not_Canceled
233,Offline,0,90.0,2,1,2018-10-14,0,2,Canceled
285,Offline,0,100.0,2,1,2018-10-03,0,3,Canceled
57,Online,1,84.69,2,2,2017-10-10,0,1,Not_Canceled
66,Online,0,150.3,3,0,2018-06-29,0,3,Canceled
36,Online,2,214.76,2,1,2018-08-07,0,0,Not_Canceled
26,Online,1,120.12,2,0,2018-05-20,0,2,Not_Canceled
62,Online,1,73.95,2,2,2018-02-26,0,3,Canceled
101,Offline,0,95.88,2,0,2018-06-17,0,2,Canceled
0,Online,0,158.0,2,0,2018-06-02,0,1,Not_Canceled
5,Online,0,85.0,1,2,2018-02-20,0,5,Canceled
1,Offline,0,60.0,1,2,2018-02-28,0,1,Canceled
217,Offline,1,80.75,2,1,2018-09-01,0,3,Not_Canceled
1,Offline,0,116.0,2,0,2017-09-04,0,2,Not_Canceled
3,Offline,0,81.0,2,0,2018-02-25,0,3,Not_Canceled
0,Online,0,112.0,1,0,2018-10-20,0,1,Not_Canceled
53,Offline,1,70.0,2,2,2018-03-19,0,3,Not_Canceled
27,Offline,0,120.0,2,0,2018-06-09,0,1,Not_Canceled
127,Online,2,132.3,2,0,2018-10-12,0,3,Canceled
41,Offline,0,60.0,2,2,2017-11-01,0,2,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
256,Offline,1,72.25,2,0,2018-08-26,0,2,Not_Canceled
113,Online,1,108.0,2,0,2018-10-13,0,1,Canceled
8,Online,1,116.67,2,0,2018-11-03,0,3,Not_Canceled
133,Online,0,124.8,2,0,2018-08-16,0,3,Canceled
73,Online,0,150.3,3,1,2018-07-04,0,4,Canceled
8,Offline,1,58.0,2,0,2017-12-15,0,3,Not_Canceled
119,Online,0,76.5,2,0,2017-08-05,0,2,Not_Canceled
160,Offline,0,70.0,2,0,2017-12-30,0,3,Not_Canceled
260,Online,0,113.4,2,0,2018-09-22,0,3,Canceled
134,Offline,0,65.0,2,2,2017-12-04,0,2,Not_Canceled
250,Offline,0,95.0,2,1,2018-09-26,0,3,Canceled
132,Online,3,179.0,2,0,2018-10-21,1,1,Not_Canceled
15,Online,1,113.5,2,2,2017-12-04,1,2,Not_Canceled
60,Offline,0,75.0,2,2,2018-03-20,0,2,Canceled
28,Online,1,77.39,2,2,2018-02-05,0,2,Not_Canceled
39,Online,1,136.08,2,2,2018-03-12,0,3,Not_Canceled
11,Online,2,90.0,2,1,2018-11-19,0,1,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
93,Offline,0,115.0,1,2,2018-10-15,0,1,Canceled
80,Offline,0,100.0,1,2,2018-04-10,0,1,Canceled
1,Online,1,105.0,2,0,2017-08-11,1,1,Not_Canceled
166,Online,0,128.7,3,1,2018-08-29,0,0,Canceled
44,Offline,0,100.0,2,0,2018-10-28,0,2,Not_Canceled
13,Online,0,96.0,2,0,2018-02-03,0,4,Not_Canceled
257,Offline,0,101.5,2,0,2017-07-01,0,2,Canceled
23,Online,1,120.12,1,0,2018-05-18,0,1,Not_Canceled
108,Online,0,75.76,2,2,2018-04-16,0,2,Not_Canceled
4,Online,0,81.0,2,0,2018-02-06,0,1,Not_Canceled
40,Offline,0,65.0,2,2,2017-10-31,0,1,Not_Canceled
147,Online,0,126.9,2,1,2018-09-12,0,5,Canceled
174,Online,0,85.5,2,1,2018-07-04,0,2,Canceled
67,Offline,0,80.75,2,2,2018-06-12,0,1,Not_Canceled
97,Offline,0,80.75,2,2,2018-10-30,0,1,Canceled
50,Online,1,93.5,2,1,2018-03-21,0,3,Not_Canceled
10,Online,2,195.0,1,0,2018-09-30,0,1,Not_Canceled
42,Online,0,80.3,2,0,2018-02-20,0,1,Not_Canceled
1,Online,1,203.81,3,0,2018-10-29,0,1,Not_Canceled
7,Online,2,90.0,2,0,2017-08-26,0,2,Not_Canceled
315,Offline,0,52.0,2,0,2018-12-02,0,2,Not_Canceled
71,Online,1,75.54,2,2,2018-10-30,0,0,Not_Canceled
1,Online,2,116.0,2,1,2018-04-23,0,1,Not_Canceled
0,Online,0,67.0,1,0,2018-11-24,1,1,Not_Canceled
386,Offline,1,115.0,2,2,2018-10-23,0,0,Canceled
45,Online,1,67.15,2,2,2018-03-10,0,3,Not_Canceled
12,Online,0,85.0,1,1,2018-02-05,0,2,Canceled
1,Online,1,97.0,2,0,2018-03-15,0,1,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
118,Offline,0,110.0,1,1,2018-06-06,0,2,Not_Canceled
115,Offline,0,82.45,2,2,2018-08-22,0,5,Not_Canceled
1,Online,1,0.0,2,0,2018-06-21,0,3,Not_Canceled
67,Online,0,168.9,2,0,2018-12-27,0,3,Canceled
118,Online,1,99.3,2,1,2018-04-29,0,2,Canceled
19,Online,2,162.29,2,2,2018-09-06,0,5,Not_Canceled
151,Online,2,164.05,3,1,2018-12-26,0,3,Not_Canceled
12,Online,1,164.0,2,0,2018-08-26,0,1,Not_Canceled
62,Online,2,109.8,2,2,2018-09-03,0,1,Not_Canceled
9,Online,1,77.75,1,0,2018-01-29,0,2,Not_Canceled
3,Online,2,195.0,2,1,2018-10-09,0,0,Not_Canceled
91,Online,1,90.9,1,0,2018-04-12,0,3,Not_Canceled
55,Online,4,102.04,2,0,2018-10-13,0,3,Not_Canceled
150,Online,2,99.45,2,2,2018-07-24,0,4,Not_Canceled
244,Online,0,85.85,2,2,2018-10-30,0,3,Canceled
349,Offline,0,90.0,2,1,2018-10-04,0,5,Canceled
28,Online,0,104.0,2,1,2018-11-25,0,2,Canceled
14,Online,0,161.0,3,2,2018-03-31,0,3,Not_Canceled
75,Online,3,149.4,2,0,2018-09-14,0,4,Not_Canceled
1,Online,0,65.0,1,0,2017-09-30,0,1,Not_Canceled
213,Offline,0,130.0,2,0,2018-06-07,0,3,Canceled
90,Online,1,105.3,2,1,2018-04-11,0,0,Not_Canceled
94,Online,2,65.45,2,1,2017-11-23,0,2,Not_Canceled
119,Online,1,177.3,2,0,2018-07-14,0,2,Not_Canceled
273,Offline,0,95.0,2,1,2018-05-13,0,2,Canceled
47,Offline,1,72.36,2,1,2017-10-19,0,3,Not_Canceled
46,Online,0,86.4,1,1,2018-11-20,0,0,Canceled
148,Online,1,93.5,2,0,2017-09-11,0,2,Not_Canceled
92,Online,1,107.1,2,2,2018-08-20,0,3,Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
88,Online,2,100.72,3,0,2018-04-06,0,3,Not_Canceled
146,Offline,0,95.0,2,2,2018-04-24,0,0,Canceled
72,Online,1,118.8,2,1,2018-04-23,0,1,Not_Canceled
11,Online,1,92.58,2,2,2017-12-26,0,1,Not_Canceled
45,Online,0,143.65,2,1,2018-03-28,0,3,Canceled
2,Online,2,133.0,1,0,2018-08-19,0,2,Not_Canceled
322,Offline,0,80.0,2,1,2018-05-19,0,3,Canceled
106,Online,1,141.3,3,1,2018-07-18,0,4,Not_Canceled
5,Offline,0,75.0,2,1,2018-08-29,0,0,Not_Canceled
134,Online,1,89.25,2,0,2018-07-13,0,4,Not_Canceled
14,Online,2,100.0,2,0,2018-11-03,0,2,Not_Canceled
175,Online,0,112.63,2,0,2018-08-31,0,4,Canceled
141,Online,1,107.95,2,1,2018-07-06,0,4,Not_Canceled
43,Online,1,81.9,2,1,2018-03-14,0,1,Canceled
0,Online,1,0.0,1,0,2018-02-10,0,1,Not_Canceled
9,Online,0,95.0,1,1,2018-04-11,0,0,Canceled
16,Online,4,106.0,2,2,2018-10-29,0,3,Not_Canceled
359,Offline,1,78.0,2,2,2018-10-14,0,3,Not_Canceled
27,Online,1,89.1,2,2,2018-09-25,0,0,Canceled
42,Online,0,86.98,2,2,2018-03-20,0,2,Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
301,Offline,0,90.0,1,1,2018-07-30,0,1,Not_Canceled
273,Offline,0,87.0,1,0,2017-07-17,0,2,Not_Canceled
49,Online,0,87.3,2,1,2018-03-07,0,2,Canceled
22,Online,3,122.5,3,2,2017-09-04,0,4,Not_Canceled
4,Online,0,90.0,1,1,2017-10-19,0,0,Not_Canceled
75,Online,0,135.15,2,2,2018-04-29,0,3,Canceled
18,Online,2,155.0,2,2,2018-11-06,0,0,Not_Canceled
117,Online,0,99.45,2,0,2018-04-20,0,4,Canceled
26,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
58,Offline,0,75.0,2,0,2018-11-10,0,3,Not_Canceled
98,Online,0,65.0,1,0,2018-09-21,0,1,Not_Canceled
24,Offline,1,85.0,2,2,2018-10-16,0,2,Not_Canceled
27,Online,0,111.2,2,1,2018-09-26,0,1,Canceled
10,Online,1,93.0,2,0,2018-02-06,0,1,Not_Canceled
28,Online,1,205.0,1,1,2018-10-06,0,3,Not_Canceled
1,Online,1,149.0,2,0,2018-10-28,0,2,Not_Canceled
6,Online,1,102.41,2,2,2018-10-30,0,3,Not_Canceled
146,Online,1,121.55,2,0,2018-05-19,0,3,Not_Canceled
116,Online,0,1.0,1,2,2018-02-28,0,1,Not_Canceled
141,Online,0,103.05,2,1,2018-08-22,0,3,Canceled
20,Online,0,240.0,2,0,2018-08-03,0,2,Canceled
125,Online,5,99.79,2,4,2018-09-04,0,6,Not_Canceled
165,Offline,2,72.25,2,2,2018-07-31,0,4,Canceled
18,Online,1,140.0,2,2,2018-10-29,0,1,Canceled
146,Offline,0,95.0,2,2,2018-04-24,0,0,Canceled
10,Online,1,207.9,2,1,2018-08-08,0,1,Not_Canceled
88,Online,0,108.0,2,1,2018-10-10,0,3,Canceled
322,Offline,0,52.0,2,0,2018-12-09,0,2,Not_Canceled
115,Online,2,123.75,2,0,2018-08-03,0,4,Not_Canceled
256,Offline,1,115.0,2,0,2018-06-15,0,2,Canceled
104,Offline,0,75.0,2,0,2017-12-03,0,3,Not_Canceled
87,Online,0,93.55,2,2,2018-06-08,0,5,Canceled
5,Online,1,105.0,2,0,2018-12-20,0,1,Not_Canceled
27,Online,1,68.07,2,0,2018-11-23,0,4,Not_Canceled
14,Online,1,77.78,2,0,2018-12-07,0,4,Not_Canceled
26,Online,1,106.93,2,1,2017-10-05,0,4,Not_Canceled
5,Online,1,91.0,2,0,2018-02-12,0,2,Canceled
1,Offline,1,66.0,1,2,2017-12-06,1,1,Not_Canceled
31,Online,0,77.0,2,2,2018-11-13,1,2,Not_Canceled
273,Offline,0,87.0,1,0,2017-07-17,0,2,Not_Canceled
117,Offline,0,94.5,2,2,2017-08-01,0,1,Not_Canceled
24,Online,2,145.0,2,0,2017-10-24,1,1,Not_Canceled
141,Online,1,114.3,2,1,2018-05-23,0,2,Canceled
6,Online,0,0.0,1,0,2017-12-10,0,2,Not_Canceled
247,Offline,1,115.0,2,1,2018-06-06,0,1,Canceled
2,Online,1,175.0,2,1,2018-09-11,0,0,Not_Canceled
49,Offline,0,71.0,2,0,2017-12-30,0,4,Not_Canceled
105,Online,0,123.25,2,1,2018-07-04,0,4,Canceled
82,Offline,0,90.95,2,0,2018-04-26,0,3,Not_Canceled
282,Offline,0,76.67,2,2,2017-10-10,0,1,Not_Canceled
100,Offline,0,108.0,2,0,2017-10-16,0,1,Canceled
49,Offline,0,60.0,2,1,2017-11-16,0,2,Not_Canceled
113,Online,0,100.0,1,0,2018-05-31,0,3,Canceled
276,Offline,0,95.0,2,0,2018-09-22,0,3,Canceled
47,Online,1,70.12,2,2,2018-06-19,0,2,Not_Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
18,Online,0,79.0,2,0,2018-03-15,0,4,Not_Canceled
180,Online,0,85.5,2,0,2018-08-25,0,2,Canceled
204,Offline,0,90.0,1,0,2018-05-05,0,3,Canceled
64,Online,2,79.2,2,1,2018-11-19,0,1,Not_Canceled
2,Online,0,67.66,2,2,2018-01-03,0,0,Not_Canceled
107,Online,0,130.5,1,1,2018-09-19,0,1,Canceled
166,Online,1,100.3,2,2,2018-06-19,0,2,Canceled
44,Offline,0,75.0,2,0,2018-02-17,0,3,Not_Canceled
16,Online,1,89.0,2,2,2018-09-11,0,0,Not_Canceled
169,Online,2,97.54,2,0,2018-08-18,0,2,Not_Canceled
36,Offline,0,71.0,1,0,2018-01-19,0,2,Not_Canceled
341,Online,2,71.91,2,2,2018-12-29,0,3,Canceled
4,Online,0,65.0,1,0,2017-11-17,0,3,Not_Canceled
159,Online,1,130.5,2,2,2018-08-07,0,1,Canceled
0,Online,0,97.0,2,0,2018-02-24,0,1,Not_Canceled
10,Online,0,110.0,1,0,2018-09-30,0,1,Canceled
49,Online,0,93.15,2,1,2018-07-11,0,0,Canceled
84,Online,1,79.2,2,0,2018-11-26,0,1,Canceled
213,Online,1,79.48,2,0,2018-12-27,0,4,Canceled
163,Online,1,118.8,2,0,2018-07-22,0,2,Canceled
37,Offline,0,95.0,1,0,2018-10-13,0,3,Not_Canceled
180,Offline,0,70.0,2,0,2017-10-16,0,1,Canceled
1,Online,3,95.0,1,0,2018-03-31,0,1,Not_Canceled
297,Online,0,106.0,1,1,2018-12-19,0,2,Not_Canceled
250,Offline,0,95.0,2,1,2018-09-26,0,3,Canceled
20,Offline,1,85.5,2,2,2018-09-25,0,0,Not_Canceled
45,Online,1,135.9,2,2,2018-06-17,1,4,Not_Canceled
5,Online,0,65.0,1,0,2017-09-22,0,1,Not_Canceled
35,Online,2,96.3,2,0,2017-10-20,0,4,Not_Canceled
222,Online,1,96.3,2,0,2018-08-31,0,3,Canceled
43,Offline,0,118.0,2,0,2017-12-31,0,3,Not_Canceled
4,Online,0,65.0,1,2,2018-04-10,0,1,Not_Canceled
48,Online,1,63.22,2,2,2018-04-01,0,3,Not_Canceled
49,Online,1,129.2,2,2,2018-11-24,0,3,Not_Canceled
75,Offline,0,67.83,2,1,2017-10-20,0,5,Not_Canceled
159,Online,1,119.85,2,0,2018-05-26,0,3,Canceled
8,Online,0,65.0,1,0,2017-10-23,0,2,Not_Canceled
52,Online,2,88.4,2,1,2018-12-01,0,3,Not_Canceled
165,Online,0,99.45,2,2,2018-08-08,0,5,Canceled
2,Offline,1,100.47,3,2,2018-03-27,1,1,Not_Canceled
11,Online,1,130.0,2,0,2018-11-05,0,1,Canceled
193,Online,0,86.5,2,0,2018-07-15,0,1,Canceled
69,Online,0,92.43,2,2,2017-12-29,0,5,Not_Canceled
5,Online,1,111.0,2,0,2018-07-20,0,1,Not_Canceled
13,Online,0,119.0,2,0,2018-09-07,0,1,Canceled
150,Offline,0,101.0,2,2,2018-01-02,0,1,Not_Canceled
153,Online,0,111.78,2,2,2018-06-07,0,6,Canceled
34,Online,1,75.54,2,1,2018-05-22,0,0,Not_Canceled
42,Online,0,89.0,1,1,2018-06-13,0,1,Not_Canceled
1,Online,1,95.0,2,0,2017-10-14,0,1,Not_Canceled
292,Offline,0,115.0,2,0,2018-07-21,0,2,Canceled
290,Online,0,73.95,2,1,2018-12-01,0,3,Canceled
96,Offline,0,63.75,2,1,2017-07-13,0,0,Not_Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
54,Online,1,64.37,2,1,2018-11-11,0,2,Not_Canceled
5,Online,0,63.0,2,2,2017-12-26,0,2,Not_Canceled
133,Online,1,110.7,2,0,2018-10-21,0,2,Not_Canceled
292,Offline,0,90.0,1,0,2018-07-21,0,2,Not_Canceled
1,Online,2,133.0,1,0,2018-06-28,0,1,Not_Canceled
34,Online,1,97.4,2,2,2018-03-03,0,3,Not_Canceled
45,Online,2,185.4,3,1,2018-10-17,1,0,Not_Canceled
52,Offline,1,60.0,2,0,2017-11-19,0,3,Not_Canceled
2,Online,1,0.0,1,0,2018-01-16,0,1,Not_Canceled
22,Online,2,105.0,2,1,2017-09-04,0,2,Not_Canceled
29,Online,2,152.0,2,0,2018-10-05,0,2,Not_Canceled
159,Offline,0,144.0,2,1,2018-09-19,0,2,Canceled
418,Offline,0,86.0,1,1,2018-09-26,0,2,Canceled
211,Offline,0,100.0,2,0,2018-05-20,0,2,Canceled
7,Online,2,140.0,1,0,2018-10-04,0,5,Canceled
33,Online,1,109.0,2,2,2018-10-28,0,2,Canceled
16,Offline,0,104.0,2,1,2017-08-15,0,1,Not_Canceled
109,Offline,0,75.0,2,1,2018-05-23,0,3,Not_Canceled
41,Offline,0,110.0,2,0,2017-09-04,0,1,Not_Canceled
37,Online,1,89.1,2,1,2018-06-27,0,0,Not_Canceled
205,Offline,0,90.0,2,2,2018-05-29,0,1,Canceled
256,Online,0,90.95,2,0,2018-08-31,0,4,Canceled
11,Online,0,90.0,1,0,2018-06-14,0,3,Not_Canceled
18,Online,0,129.0,2,2,2018-06-12,0,0,Not_Canceled
68,Online,1,99.45,2,2,2018-03-20,0,3,Not_Canceled
51,Online,3,108.0,2,2,2018-10-09,0,0,Not_Canceled
37,Online,1,143.1,2,0,2018-03-25,0,1,Canceled
91,Online,0,140.4,2,1,2018-05-13,0,2,Canceled
105,Offline,0,75.0,2,0,2018-04-06,0,1,Canceled
0,Online,1,98.6,2,2,2018-11-13,0,2,Not_Canceled
75,Online,1,90.95,2,1,2018-04-11,0,3,Not_Canceled
5,Offline,1,99.0,1,1,2018-04-11,0,1,Not_Canceled
34,Offline,0,99.9,1,0,2018-04-12,0,1,Not_Canceled
81,Online,0,89.31,2,2,2018-03-23,0,5,Not_Canceled
0,Online,1,82.45,2,0,2017-11-03,0,4,Not_Canceled
0,Offline,0,109.0,2,0,2017-08-14,0,2,Not_Canceled
198,Offline,0,90.0,2,1,2018-09-09,0,2,Canceled
98,Offline,1,95.0,2,0,2018-05-03,0,4,Not_Canceled
0,Online,0,116.0,1,0,2018-03-04,0,2,Not_Canceled
31,Offline,3,84.03,2,2,2018-01-30,0,5,Not_Canceled
204,Online,1,90.95,2,3,2018-07-18,0,8,Not_Canceled
86,Online,2,90.0,2,1,2018-11-04,0,2,Not_Canceled
92,Online,2,125.1,2,1,2018-09-19,0,0,Not_Canceled
64,Online,2,168.3,3,1,2018-09-19,0,3,Not_Canceled
75,Offline,0,75.0,2,0,2018-04-26,0,4,Not_Canceled
29,Online,0,96.53,2,1,2018-04-14,0,3,Canceled
0,Online,0,138.0,1,0,2018-08-17,0,1,Not_Canceled
86,Offline,0,120.0,2,0,2017-09-24,0,2,Not_Canceled
132,Online,0,121.37,2,2,2018-07-31,0,5,Canceled
19,Online,1,101.27,2,1,2018-04-04,0,2,Not_Canceled
11,Online,0,78.8,1,0,2018-06-14,0,1,Not_Canceled
259,Offline,0,90.0,2,0,2018-05-05,0,3,Canceled
67,Online,1,104.76,1,1,2018-09-05,0,4,Not_Canceled
78,Online,1,96.3,2,0,2018-04-14,0,3,Not_Canceled
49,Online,0,110.7,2,0,2018-09-06,0,3,Canceled
193,Offline,0,65.0,2,0,2017-10-15,0,3,Canceled
2,Online,0,0.0,1,0,2018-01-23,1,1,Not_Canceled
131,Online,2,121.5,2,2,2018-07-03,1,0,Not_Canceled
29,Online,1,139.0,2,1,2018-08-08,0,0,Not_Canceled
71,Offline,0,90.0,2,0,2018-05-10,0,3,Not_Canceled
80,Online,0,173.19,2,2,2018-04-24,0,2,Canceled
1,Online,2,168.5,2,0,2018-08-16,0,2,Not_Canceled
1,Online,0,93.0,2,0,2018-01-26,0,1,Not_Canceled
99,Online,1,107.95,2,2,2018-04-27,0,4,Not_Canceled
17,Offline,0,46.4,2,2,2018-02-27,0,3,Not_Canceled
43,Online,2,139.5,2,0,2018-10-12,0,2,Not_Canceled
165,Online,0,108.04,2,2,2018-07-06,0,4,Canceled
0,Online,0,223.0,2,0,2018-05-19,0,1,Canceled
41,Online,1,105.3,2,1,2018-04-11,0,3,Not_Canceled
230,Online,1,109.65,2,2,2018-09-18,0,2,Canceled
24,Online,1,104.0,1,2,2018-12-18,0,1,Not_Canceled
315,Offline,0,160.0,2,1,2018-09-30,0,2,Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
122,Online,0,99.45,2,0,2018-05-03,0,4,Canceled
195,Online,0,140.25,3,1,2018-09-05,0,4,Canceled
37,Online,0,94.5,2,0,2017-09-16,0,2,Not_Canceled
103,Online,1,123.3,3,2,2018-10-28,0,2,Not_Canceled
62,Online,0,149.4,2,0,2018-09-14,0,4,Not_Canceled
112,Offline,0,72.25,2,2,2018-07-06,0,5,Not_Canceled
58,Online,0,121.56,2,2,2017-09-10,0,3,Not_Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
256,Offline,1,72.25,2,0,2018-08-26,0,2,Not_Canceled
4,Online,3,128.67,2,2,2018-11-19,0,1,Not_Canceled
138,Offline,1,138.5,3,2,2017-08-22,0,1,Not_Canceled
113,Online,1,108.0,1,0,2018-10-13,0,1,Not_Canceled
169,Offline,1,77.0,2,2,2018-04-22,0,2,Not_Canceled
361,Online,0,91.0,1,0,2018-11-04,0,1,Canceled
37,Offline,1,76.5,2,0,2018-10-19,0,1,Not_Canceled
0,Online,1,89.0,2,0,2018-03-26,0,1,Not_Canceled
25,Online,1,151.0,2,0,2018-07-07,0,1,Not_Canceled
275,Offline,0,62.8,2,1,2018-06-04,0,1,Canceled
54,Online,0,130.05,2,0,2018-04-20,0,3,Not_Canceled
80,Online,0,0.0,1,1,2018-09-26,0,2,Not_Canceled
169,Offline,0,106.0,2,2,2018-04-22,0,2,Canceled
96,Online,1,82.45,2,1,2018-04-18,0,3,Not_Canceled
33,Online,0,65.0,1,0,2018-09-28,0,2,Not_Canceled
44,Offline,0,96.3,2,1,2018-06-18,0,1,Not_Canceled
86,Offline,0,49.07,2,1,2017-11-20,0,2,Not_Canceled
37,Online,1,81.55,2,1,2018-02-06,1,1,Not_Canceled
0,Online,0,134.0,2,2,2018-07-24,0,0,Not_Canceled
6,Online,2,158.5,2,0,2018-02-23,0,3,Not_Canceled
116,Online,2,79.2,1,2,2018-12-17,0,1,Not_Canceled
265,Offline,1,115.0,2,0,2018-06-24,0,2,Canceled
64,Online,0,73.95,2,2,2018-03-11,0,2,Canceled
1,Online,1,0.0,1,0,2017-10-13,0,1,Not_Canceled
7,Online,0,79.0,1,0,2018-12-13,0,1,Not_Canceled
103,Online,2,187.25,1,1,2018-11-07,0,3,Not_Canceled
207,Online,0,85.5,1,2,2018-10-28,0,2,Canceled
56,Online,0,88.23,2,1,2018-11-10,0,3,Not_Canceled
231,Offline,0,64.6,2,0,2018-12-27,0,5,Not_Canceled
153,Online,2,133.88,2,1,2018-07-04,0,3,Canceled
320,Offline,1,115.0,2,0,2018-08-18,0,2,Canceled
245,Online,0,0.0,1,2,2018-09-17,0,1,Not_Canceled
14,Online,0,132.33,2,2,2018-03-04,0,7,Canceled
7,Online,0,109.0,1,0,2018-10-26,0,1,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
66,Offline,0,72.25,2,1,2018-07-11,0,2,Not_Canceled
39,Online,2,94.5,1,1,2018-06-20,0,2,Not_Canceled
0,Online,1,0.0,2,0,2018-09-09,1,1,Not_Canceled
164,Online,1,126.9,2,2,2018-09-30,0,2,Canceled
36,Offline,0,112.0,2,0,2017-10-13,0,3,Not_Canceled
0,Online,1,73.0,2,1,2017-12-05,0,1,Not_Canceled
81,Online,0,132.6,2,2,2018-05-21,0,2,Canceled
89,Online,0,79.5,2,2,2018-04-09,0,1,Not_Canceled
38,Online,1,99.9,2,1,2018-06-20,0,3,Not_Canceled
58,Offline,0,81.0,1,0,2018-01-27,0,3,Not_Canceled
50,Online,0,118.8,2,0,2018-10-04,0,3,Canceled
1,Online,2,221.33,1,0,2017-10-06,0,3,Not_Canceled
3,Online,0,65.0,1,0,2017-12-10,0,1,Not_Canceled
0,Online,3,127.0,3,0,2018-02-12,0,1,Not_Canceled
145,Online,0,142.2,3,0,2018-08-17,0,2,Not_Canceled
318,Offline,0,80.75,2,1,2018-09-16,0,2,Not_Canceled
28,Offline,0,130.0,1,0,2017-10-29,0,1,Not_Canceled
129,Online,2,124.2,2,0,2018-08-16,0,5,Not_Canceled
42,Online,1,98.36,2,2,2017-10-26,0,5,Not_Canceled
169,Offline,0,106.0,2,2,2018-04-22,0,2,Canceled
130,Online,2,139.5,2,0,2018-09-29,0,3,Not_Canceled
32,Online,1,109.8,2,1,2018-04-16,0,1,Not_Canceled
6,Online,0,95.0,1,0,2018-05-31,0,2,Not_Canceled
46,Offline,0,60.0,2,1,2018-01-18,0,1,Not_Canceled
40,Online,1,139.87,3,2,2018-03-27,0,1,Canceled
63,Online,1,99.0,2,1,2018-09-04,0,0,Not_Canceled
74,Offline,1,80.75,2,0,2018-05-03,0,3,Not_Canceled
150,Offline,0,101.0,2,2,2018-01-02,0,1,Not_Canceled
296,Offline,0,96.0,1,0,2018-09-21,0,4,Not_Canceled
13,Online,1,141.0,2,2,2018-06-19,0,1,Not_Canceled
131,Online,0,108.0,1,1,2018-10-10,0,0,Canceled
141,Online,2,137.7,4,1,2018-07-16,0,1,Not_Canceled
0,Online,1,150.0,2,0,2018-08-17,0,1,Not_Canceled
3,Online,1,55.5,1,1,2018-03-01,0,5,Not_Canceled
289,Offline,0,67.0,2,0,2017-10-17,0,1,Not_Canceled
4,Online,1,80.79,2,2,2018-11-27,0,4,Not_Canceled
81,Online,1,85.5,2,2,2018-04-10,0,0,Not_Canceled
210,Online,1,90.95,2,2,2018-08-07,0,3,Not_Canceled
21,Online,1,91.25,1,1,2017-08-31,0,3,Canceled
13,Online,1,100.0,2,0,2018-09-15,0,1,Not_Canceled
60,Online,1,137.7,3,0,2018-07-15,0,1,Canceled
74,Offline,0,101.5,2,0,2017-09-18,0,2,Not_Canceled
166,Online,0,99.45,2,2,2018-08-01,0,5,Canceled
20,Online,0,85.0,1,2,2018-03-06,0,1,Canceled
9,Online,0,149.0,2,0,2018-08-17,0,2,Not_Canceled
64,Online,1,64.37,1,1,2018-11-21,0,2,Not_Canceled
292,Offline,0,90.0,1,0,2018-07-21,0,2,Not_Canceled
14,Online,1,109.0,2,0,2018-06-22,0,2,Not_Canceled
218,Offline,0,80.0,1,0,2018-10-13,0,3,Not_Canceled
6,Online,1,74.0,1,0,2018-11-08,1,1,Not_Canceled
65,Online,0,118.8,2,0,2018-04-23,0,1,Not_Canceled
106,Online,0,121.37,2,2,2018-07-19,0,5,Canceled
2,Online,1,139.0,2,0,2018-08-31,0,3,Not_Canceled
86,Online,2,205.06,2,0,2018-07-15,0,2,Not_Canceled
166,Offline,0,110.0,1,0,2018-11-01,0,3,Canceled
112,Offline,2,92.65,2,0,2018-08-24,0,4,Not_Canceled
105,Online,0,105.3,2,1,2018-06-27,0,1,Canceled
56,Online,1,216.9,2,2,2018-08-13,1,1,Not_Canceled
56,Offline,0,120.0,2,0,2018-06-08,0,1,Not_Canceled
127,Online,0,99.45,2,2,2018-05-06,0,3,Not_Canceled
161,Offline,0,130.0,2,1,2018-03-25,0,2,Canceled
118,Online,2,110.8,2,1,2017-12-28,0,4,Not_Canceled
35,Online,1,104.85,2,1,2017-10-17,0,1,Not_Canceled
